,term,p,padj,q
119,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.054402178247713304,0.38081524773399317,0.38081524773399317
43,KEGG_MM_GLYCOLYSIS_GLUCONEOGENESIS,0.07358524101043322,0.4879863351218203,0.48798633512182027
114,KEGG_MM_THYROID_HORMONE_SYNTHESIS,0.07810511509241455,0.4920622250822117,0.49206222508221165
22,KEGG_MM_CENTRAL_CARBON_METABOLISM_IN_CANCER,0.08504315751914285,0.504876805612531,0.5048768056125309
67,KEGG_MM_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,0.09216005181816041,0.504876805612531,0.5048768056125309
13,KEGG_MM_BIOSYNTHESIS_OF_AMINO_ACIDS,0.09216005181816041,0.504876805612531,0.5048768056125309
86,KEGG_MM_PHENYLALANINE_METABOLISM,0.09723349210237522,0.51047583353747,0.51047583353747
74,KEGG_MM_NITROGEN_METABOLISM,0.10431184819390785,0.5257317148972955,0.5257317148972955
105,KEGG_MM_STEROID_BIOSYNTHESIS,0.1113350952968409,0.5395470002846905,0.5395470002846905
44,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE_DERMATAN_SULFATE,0.13888546518807052,0.6481321708776624,0.6481321708776624
111,KEGG_MM_TERPENOID_BACKBONE_BIOSYNTHESIS,0.1589901495776195,0.7154556730992878,0.7154556730992878
18,KEGG_MM_BUTANOATE_METABOLISM,0.17213363932972447,0.7478909846739753,0.7478909846739753
92,KEGG_MM_PROPANOATE_METABOLISM,0.20410683481934877,0.8526658534682433,0.8526658534682432
60,KEGG_MM_JAK-STAT_SIGNALING_PATHWAY,0.21036119502002062,0.8526658534682433,0.8526658534682432
16,KEGG_MM_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,0.21655005802368082,0.8526658534682433,0.8526658534682432
83,KEGG_MM_PATHWAYS_OF_NEURODEGENERATION_MULTIPLE_DISEASES,0.2236329171240901,0.8538711381101622,0.8538711381101622
116,KEGG_MM_TRYPTOPHAN_METABOLISM,0.24085993455107832,0.8638680540069089,0.8638680540069089
73,KEGG_MM_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,0.24681944400197398,0.8638680540069089,0.8638680540069089
42,KEGG_MM_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.24681944400197398,0.8638680540069089,0.8638680540069089
95,KEGG_MM_PYRUVATE_METABOLISM,0.2701965138258698,0.9201286687043133,0.9201286687043133
23,KEGG_MM_CHOLESTEROL_METABOLISM,0.3201938180817558,1.0,1.0
40,KEGG_MM_GLYCEROLIPID_METABOLISM,0.3308339016230792,1.0,1.0
123,KEGG_MM_CAMP_SIGNALING_PATHWAY,0.3714941368321314,1.0,1.0
26,KEGG_MM_CORTISOL_SYNTHESIS_AND_SECRETION,0.37176584214618313,1.0,1.0
64,KEGG_MM_LYSINE_DEGRADATION,0.37670429431509256,1.0,1.0
75,KEGG_MM_NUCLEOTIDE_METABOLISM,0.43750285173267617,1.0,1.0
63,KEGG_MM_LONGEVITY_REGULATING_PATHWAY,0.48838125043963954,1.0,1.0
108,KEGG_MM_TGF-BETA_SIGNALING_PATHWAY,0.48838125043963954,1.0,1.0
5,KEGG_MM_ALDOSTERONE_SYNTHESIS_AND_SECRETION,0.49240884485710235,1.0,1.0
82,KEGG_MM_PARATHYROID_HORMONE_SYNTHESIS_SECRETION_AND_ACTION,0.4964049561378163,1.0,1.0
24,KEGG_MM_CHOLINE_METABOLISM_IN_CANCER,0.5043037047695703,1.0,1.0
1,KEGG_MM_AGE-RAGE_SIGNALING_PATHWAY_IN_DIABETIC_COMPLICATIONS,0.5159217520693246,1.0,1.0
53,KEGG_MM_GROWTH_HORMONE_SYNTHESIS_SECRETION_AND_ACTION,0.5597515720110828,1.0,1.0
29,KEGG_MM_ESTROGEN_SIGNALING_PATHWAY,0.5597515720110828,1.0,1.0
113,KEGG_MM_THYROID_HORMONE_SIGNALING_PATHWAY,0.5867585376269124,1.0,1.0
2,KEGG_MM_AMPK_SIGNALING_PATHWAY,0.6027957228627242,1.0,1.0
78,KEGG_MM_OXIDATIVE_PHOSPHORYLATION,0.6090361743973679,1.0,1.0
35,KEGG_MM_FOXO_SIGNALING_PATHWAY,0.6090361743973679,1.0,1.0
59,KEGG_MM_INSULIN_SIGNALING_PATHWAY,0.6271793855912969,1.0,1.0
87,KEGG_MM_PHOSPHOLIPASE_D_SIGNALING_PATHWAY,0.6388078680703081,1.0,1.0
79,KEGG_MM_OXYTOCIN_SIGNALING_PATHWAY,0.6500761441545614,1.0,1.0
97,KEGG_MM_RAP1_SIGNALING_PATHWAY,0.7683939353254674,1.0,1.0
98,KEGG_MM_RAS_SIGNALING_PATHWAY,0.7774184253307126,1.0,1.0
80,KEGG_MM_PI3K-AKT_SIGNALING_PATHWAY,0.8964532558519729,1.0,1.0
118,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,1.0,1.0,1.0
84,KEGG_MM_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,1.0,1.0,1.0
120,KEGG_MM_VARIOUS_TYPES_OF_N-GLYCAN_BIOSYNTHESIS,1.0,1.0,1.0
88,KEGG_MM_PHOSPHONATE_AND_PHOSPHINATE_METABOLISM,1.0,1.0,1.0
117,KEGG_MM_UBIQUINONE_AND_OTHER_TERPENOID-QUINONE_BIOSYNTHESIS,1.0,1.0,1.0
104,KEGG_MM_STARCH_AND_SUCROSE_METABOLISM,1.0,1.0,1.0
90,KEGG_MM_PRIMARY_BILE_ACID_BIOSYNTHESIS,1.0,1.0,1.0
115,KEGG_MM_TOLL-LIKE_RECEPTOR_SIGNALING_PATHWAY,1.0,1.0,1.0
91,KEGG_MM_PROLACTIN_SIGNALING_PATHWAY,1.0,1.0,1.0
112,KEGG_MM_THIAMINE_METABOLISM,1.0,1.0,1.0
93,KEGG_MM_PURINE_METABOLISM,1.0,1.0,1.0
110,KEGG_MM_TAURINE_AND_HYPOTAURINE_METABOLISM,1.0,1.0,1.0
96,KEGG_MM_RNA_DEGRADATION,1.0,1.0,1.0
109,KEGG_MM_TNF_SIGNALING_PATHWAY,1.0,1.0,1.0
100,KEGG_MM_RIBOFLAVIN_METABOLISM,1.0,1.0,1.0
101,KEGG_MM_SELENOCOMPOUND_METABOLISM,1.0,1.0,1.0
102,KEGG_MM_SPHINGOLIPID_METABOLISM,1.0,1.0,1.0
107,KEGG_MM_SULFUR_METABOLISM,1.0,1.0,1.0
103,KEGG_MM_SPHINGOLIPID_SIGNALING_PATHWAY,1.0,1.0,1.0
89,KEGG_MM_PORPHYRIN_METABOLISM,1.0,1.0,1.0
0,KEGG_MM_2-OXOCARBOXYLIC_ACID_METABOLISM,1.0,1.0,1.0
62,KEGG_MM_LIPOIC_ACID_METABOLISM,1.0,1.0,1.0
76,KEGG_MM_OTHER_GLYCAN_DEGRADATION,1.0,1.0,1.0
37,KEGG_MM_GALACTOSE_METABOLISM,1.0,1.0,1.0
34,KEGG_MM_FOLATE_BIOSYNTHESIS,1.0,1.0,1.0
30,KEGG_MM_ETHER_LIPID_METABOLISM,1.0,1.0,1.0
28,KEGG_MM_D-AMINO_ACID_METABOLISM,1.0,1.0,1.0
27,KEGG_MM_CYSTEINE_AND_METHIONINE_METABOLISM,1.0,1.0,1.0
25,KEGG_MM_CITRATE_CYCLE_(TCA_CYCLE),1.0,1.0,1.0
20,KEGG_MM_CAFFEINE_METABOLISM,1.0,1.0,1.0
19,KEGG_MM_C-TYPE_LECTIN_RECEPTOR_SIGNALING_PATHWAY,1.0,1.0,1.0
38,KEGG_MM_GLUCAGON_SIGNALING_PATHWAY,1.0,1.0,1.0
17,KEGG_MM_BIOTIN_METABOLISM,1.0,1.0,1.0
14,KEGG_MM_BIOSYNTHESIS_OF_COFACTORS,1.0,1.0,1.0
12,KEGG_MM_ASCORBATE_AND_ALDARATE_METABOLISM,1.0,1.0,1.0
11,KEGG_MM_ARGININE_BIOSYNTHESIS,1.0,1.0,1.0
10,KEGG_MM_ARGININE_AND_PROLINE_METABOLISM,1.0,1.0,1.0
8,KEGG_MM_APELIN_SIGNALING_PATHWAY,1.0,1.0,1.0
7,KEGG_MM_AMINOACYL-TRNA_BIOSYNTHESIS,1.0,1.0,1.0
6,KEGG_MM_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,1.0,1.0,1.0
4,KEGG_MM_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,1.0,1.0,1.0
15,KEGG_MM_BIOSYNTHESIS_OF_NUCLEOTIDE_SUGARS,1.0,1.0,1.0
77,KEGG_MM_OTHER_TYPES_OF_O-GLYCAN_BIOSYNTHESIS,1.0,1.0,1.0
39,KEGG_MM_GLUTATHIONE_METABOLISM,1.0,1.0,1.0
45,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE_HEPARIN,1.0,1.0,1.0
72,KEGG_MM_NEOMYCIN_KANAMYCIN_AND_GENTAMICIN_BIOSYNTHESIS,1.0,1.0,1.0
71,KEGG_MM_NOD-LIKE_RECEPTOR_SIGNALING_PATHWAY,1.0,1.0,1.0
70,KEGG_MM_NF-KAPPA_B_SIGNALING_PATHWAY,1.0,1.0,1.0
69,KEGG_MM_N-GLYCAN_BIOSYNTHESIS,1.0,1.0,1.0
68,KEGG_MM_MUCIN_TYPE_O-GLYCAN_BIOSYNTHESIS,1.0,1.0,1.0
65,KEGG_MM_MANNOSE_TYPE_O-GLYCAN_BIOSYNTHESIS,1.0,1.0,1.0
124,KEGG_MM_CGMP-PKG_SIGNALING_PATHWAY,1.0,1.0,1.0
58,KEGG_MM_INOSITOL_PHOSPHATE_METABOLISM,1.0,1.0,1.0
41,KEGG_MM_GLYCEROPHOSPHOLIPID_METABOLISM,1.0,1.0,1.0
57,KEGG_MM_IL-17_SIGNALING_PATHWAY,1.0,1.0,1.0
55,KEGG_MM_HIPPO_SIGNALING_PATHWAY,1.0,1.0,1.0
52,KEGG_MM_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,1.0,1.0,1.0
51,KEGG_MM_GLYCOSYLPHOSPHATIDYLINOSITOL_(GPI)-ANCHOR_BIOSYNTHESIS,1.0,1.0,1.0
50,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,1.0,1.0,1.0
49,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_AND_ISOGLOBO_SERIES,1.0,1.0,1.0
48,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,1.0,1.0,1.0
47,KEGG_MM_GLYCOSAMINOGLYCAN_DEGRADATION,1.0,1.0,1.0
46,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,1.0,1.0,1.0
56,KEGG_MM_HISTIDINE_METABOLISM,1.0,1.0,1.0
125,KEGG_MM_MTOR_SIGNALING_PATHWAY,1.0,1.0,1.0
