,term,p,padj,q
95,KEGG_MM_PYRUVATE_METABOLISM,1.0,1.0,1.0
96,KEGG_MM_RNA_DEGRADATION,1.0,1.0,1.0
97,KEGG_MM_RAP1_SIGNALING_PATHWAY,0.0008734651644166097,0.022011322143298564,0.022011322143298564
98,KEGG_MM_RAS_SIGNALING_PATHWAY,0.2989992799541297,1.0,1.0
99,KEGG_MM_RETINOL_METABOLISM,0.18842468275081656,0.8675263697154657,0.8675263697154657
100,KEGG_MM_RIBOFLAVIN_METABOLISM,0.20658583177972017,0.8975798208360256,0.8975798208360256
101,KEGG_MM_SELENOCOMPOUND_METABOLISM,1.0,1.0,1.0
102,KEGG_MM_SPHINGOLIPID_METABOLISM,0.044422019709125446,0.3956020295195869,0.3956020295195869
103,KEGG_MM_SPHINGOLIPID_SIGNALING_PATHWAY,0.04465427861878853,0.3956020295195869,0.3956020295195869
104,KEGG_MM_STARCH_AND_SUCROSE_METABOLISM,0.5422477650171279,1.0,1.0
105,KEGG_MM_STEROID_BIOSYNTHESIS,0.35207430611887247,1.0,1.0
106,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS,0.6049310430322183,1.0,1.0
107,KEGG_MM_SULFUR_METABOLISM,1.0,1.0,1.0
108,KEGG_MM_TGF-BETA_SIGNALING_PATHWAY,0.4381326151330837,1.0,1.0
109,KEGG_MM_TNF_SIGNALING_PATHWAY,0.0022174320606976176,0.03991377709255712,0.03991377709255712
110,KEGG_MM_TAURINE_AND_HYPOTAURINE_METABOLISM,0.38851870372423086,1.0,1.0
111,KEGG_MM_TERPENOID_BACKBONE_BIOSYNTHESIS,0.4709268785975595,1.0,1.0
112,KEGG_MM_THIAMINE_METABOLISM,0.2725540311059376,0.9811945119813754,0.9811945119813755
113,KEGG_MM_THYROID_HORMONE_SIGNALING_PATHWAY,0.8328635926286103,1.0,1.0
114,KEGG_MM_THYROID_HORMONE_SYNTHESIS,0.08734026635738794,0.6143576156437713,0.6143576156437712
115,KEGG_MM_TOLL-LIKE_RECEPTOR_SIGNALING_PATHWAY,7.181951773865196e-05,0.002262314808767537,0.0022623148087675365
116,KEGG_MM_TRYPTOPHAN_METABOLISM,0.6369410257733009,1.0,1.0
117,KEGG_MM_UBIQUINONE_AND_OTHER_TERPENOID-QUINONE_BIOSYNTHESIS,0.2725540311059376,0.9811945119813754,0.9811945119813755
118,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,1.0,1.0,1.0
119,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,1.0,1.0,1.0
120,KEGG_MM_VARIOUS_TYPES_OF_N-GLYCAN_BIOSYNTHESIS,1.0,1.0,1.0
121,KEGG_MM_VITAMIN_B6_METABOLISM,1.0,1.0,1.0
122,KEGG_MM_BETA-ALANINE_METABOLISM,0.580346532406703,1.0,1.0
123,KEGG_MM_CAMP_SIGNALING_PATHWAY,0.04709547970471272,0.3956020295195869,0.3956020295195869
124,KEGG_MM_CGMP-PKG_SIGNALING_PATHWAY,0.19278363771454793,0.8675263697154657,0.8675263697154657
125,KEGG_MM_MTOR_SIGNALING_PATHWAY,0.9807113224369068,1.0,1.0
