,term,p,padj,q
42,KEGG_MM_NUCLEOTIDE_METABOLISM,0.006565788345580659,,0.014922246239956046
43,KEGG_MM_OXIDATIVE_PHOSPHORYLATION,0.743768022648178,,0.2792311924646823
44,KEGG_MM_OXYTOCIN_SIGNALING_PATHWAY,0.6000313740369095,,0.2597538415744197
45,KEGG_MM_PI3K-AKT_SIGNALING_PATHWAY,0.3616902489657859,,0.2333462329504335
46,KEGG_MM_PANTOTHENATE_AND_COA_BIOSYNTHESIS,,,
47,KEGG_MM_PARATHYROID_HORMONE_SYNTHESIS_SECRETION_AND_ACTION,0.624365002426416,,0.2660646317158023
48,KEGG_MM_PATHWAYS_OF_NEURODEGENERATION_MULTIPLE_DISEASES,0.5960781241691364,,0.2597538415744197
49,KEGG_MM_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,0.030046250309403,,0.04552462168091364
50,KEGG_MM_PHENYLALANINE_METABOLISM,0.3407108213127608,,0.22663690996414249
51,KEGG_MM_PHOSPHOLIPASE_D_SIGNALING_PATHWAY,0.7902513902683298,,0.28751991834254725
52,KEGG_MM_PRIMARY_BILE_ACID_BIOSYNTHESIS,,,
53,KEGG_MM_PROPANOATE_METABOLISM,,,
54,KEGG_MM_PURINE_METABOLISM,0.1284033052385403,,0.1297003083217579
55,KEGG_MM_PYRIMIDINE_METABOLISM,0.025074405197057878,,0.04022631849795382
56,KEGG_MM_PYRUVATE_METABOLISM,,,
57,KEGG_MM_RNA_DEGRADATION,0.7906797754420049,,0.28751991834254725
58,KEGG_MM_RAP1_SIGNALING_PATHWAY,0.9276134480161216,,0.3163353635500292
59,KEGG_MM_RAS_SIGNALING_PATHWAY,0.9468369097139497,,0.3188003063009932
60,KEGG_MM_RETINOL_METABOLISM,0.09870159059068172,,0.11216089839850196
61,KEGG_MM_SELENOCOMPOUND_METABOLISM,0.28340797958242103,,0.21317399230228676
62,KEGG_MM_SPHINGOLIPID_METABOLISM,0.08779931449014433,,0.10410985907922254
63,KEGG_MM_SPHINGOLIPID_SIGNALING_PATHWAY,0.23517407552362837,,0.20689801365715108
64,KEGG_MM_STARCH_AND_SUCROSE_METABOLISM,0.43020397443156383,,0.2333462329504335
65,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS,0.018355533458784292,,0.033373697197789626
66,KEGG_MM_TAURINE_AND_HYPOTAURINE_METABOLISM,0.3126551887100205,,0.21317399230228676
67,KEGG_MM_TERPENOID_BACKBONE_BIOSYNTHESIS,,,
68,KEGG_MM_THYROID_HORMONE_SIGNALING_PATHWAY,0.44534245192968547,,0.2333462329504335
69,KEGG_MM_THYROID_HORMONE_SYNTHESIS,0.4315790234586615,,0.2333462329504335
70,KEGG_MM_UBIQUINONE_AND_OTHER_TERPENOID-QUINONE_BIOSYNTHESIS,0.020610619595451515,,0.035131737946792356
71,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,,,
72,KEGG_MM_VARIOUS_TYPES_OF_N-GLYCAN_BIOSYNTHESIS,0.5563216556357737,,0.2597538415744197
73,KEGG_MM_ALPHA-LINOLENIC_ACID_METABOLISM,,,
74,KEGG_MM_BETA-ALANINE_METABOLISM,0.4866019330022663,,0.24575855202134664
75,KEGG_MM_CAMP_SIGNALING_PATHWAY,0.42362528721579784,,0.2333462329504335
76,KEGG_MM_CGMP-PKG_SIGNALING_PATHWAY,0.44739973716768555,,0.2333462329504335
77,KEGG_MM_MTOR_SIGNALING_PATHWAY,,,
78,KEGG_MM_AGE-RAGE_SIGNALING_PATHWAY_IN_DIABETIC_COMPLICATIONS,0.017448385572517103,,0.033373697197789626
79,KEGG_MM_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,0.018192188664173013,,0.033373697197789626
80,KEGG_MM_ARGININE_AND_PROLINE_METABOLISM,0.6545648736234945,,0.2704813527369812
81,KEGG_MM_ASCORBATE_AND_ALDARATE_METABOLISM,0.11285199146688056,,0.11837621482539921
82,KEGG_MM_BIOSYNTHESIS_OF_NUCLEOTIDE_SUGARS,0.04030320834021326,,0.05785149522518651
83,KEGG_MM_CAFFEINE_METABOLISM,0.004067242821795178,,0.010084073111888874
84,KEGG_MM_CHOLESTEROL_METABOLISM,0.6398470587933978,,0.26846729739583125
85,KEGG_MM_CYSTEINE_AND_METHIONINE_METABOLISM,0.2755064534496606,,0.21317399230228676
86,KEGG_MM_FOLATE_BIOSYNTHESIS,0.3806655302971889,,0.2333462329504335
87,KEGG_MM_GALACTOSE_METABOLISM,0.4534695127003423,,0.2333462329504335
88,KEGG_MM_GLYCOSAMINOGLYCAN_DEGRADATION,0.3126551887100205,,0.21317399230228676
89,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,0.26832183179138686,,0.21317399230228676
90,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_AND_ISOGLOBO_SERIES,0.28340797958242103,,0.21317399230228676
91,KEGG_MM_HISTIDINE_METABOLISM,0.3806655302971889,,0.2333462329504335
92,KEGG_MM_NITROGEN_METABOLISM,0.28340797958242103,,0.21317399230228676
93,KEGG_MM_OTHER_GLYCAN_DEGRADATION,0.3126551887100205,,0.21317399230228676
94,KEGG_MM_OTHER_TYPES_OF_O-GLYCAN_BIOSYNTHESIS,0.5832289548768956,,0.2597538415744197
95,KEGG_MM_PENTOSE_PHOSPHATE_PATHWAY,0.1061804437525218,,0.11583321136638743
96,KEGG_MM_PORPHYRIN_METABOLISM,0.04900699931151981,,0.06682772633389067
97,KEGG_MM_PROLACTIN_SIGNALING_PATHWAY,0.7474088251637996,,0.2792311924646823
98,KEGG_MM_RIBOFLAVIN_METABOLISM,0.15346057228673599,,0.14947458339617142
99,KEGG_MM_SULFUR_METABOLISM,0.18800101499522362,,0.1709100136320215
100,KEGG_MM_TGF-BETA_SIGNALING_PATHWAY,0.5681619013203345,,0.2597538415744197
101,KEGG_MM_TNF_SIGNALING_PATHWAY,0.0004310701189164112,,0.0011756457788629398
102,KEGG_MM_TOLL-LIKE_RECEPTOR_SIGNALING_PATHWAY,1.7421500503768094e-07,,9.50263663841896e-07
103,KEGG_MM_TRYPTOPHAN_METABOLISM,0.07250757026541234,,0.08988541768439547
104,KEGG_MM_TYROSINE_METABOLISM,0.5469726446057724,,0.2597538415744197
