,term,p,padj,q
166,BTNDe,1.0,1.0,1.0
167,BTNDm,1.0,1.0,1.0
168,BUP2,1.0,1.0,1.0
169,C14STRr,1.0,1.0,1.0
170,C160CPT1,1.0,1.0,1.0
171,C160CPT2,1.0,1.0,1.0
172,C161CPT1,1.0,1.0,1.0
173,C161CPT12,1.0,1.0,1.0
174,C161CPT22,1.0,1.0,1.0
175,C180CPT1,1.0,1.0,1.0
176,C180CPT2,1.0,1.0,1.0
177,C181CPT1,1.0,1.0,1.0
178,C204CPT1,1.0,1.0,1.0
179,C226CPT1,1.0,1.0,1.0
180,C2M26DCOAHLm,1.0,1.0,1.0
181,C2M26DCOAHLx,1.0,1.0,1.0
182,CAATPS,1.0,1.0,1.0
183,CAT2p,1.0,1.0,1.0
184,CATm,1.0,1.0,1.0
185,CBLATm,1.0,1.0,1.0
186,CBPSam,1.0,1.0,1.0
187,CBR1,0.028506334740571043,1.0,1.0
188,CBR2,0.028506334740571043,1.0,1.0
189,CDIPTr,1.0,1.0,1.0
190,CDS,1.0,1.0,1.0
191,CDSm,1.0,1.0,1.0
192,CERK,1.0,1.0,1.0
193,CHOLD2m,1.0,1.0,1.0
194,CK,1.0,1.0,1.0
195,CKc,1.0,1.0,1.0
196,CLPNDCPT1,1.0,1.0,1.0
197,CMPSAS,1.0,1.0,1.0
198,CMPSASn,1.0,1.0,1.0
199,COKECBESr,1.0,1.0,1.0
200,CPPPGO,1.0,1.0,1.0
201,CSNAT2m,1.0,1.0,1.0
202,CSNAT2x,1.0,1.0,1.0
203,CSNAT3x,1.0,1.0,1.0
204,CSNATer,1.0,1.0,1.0
205,CSNATm,1.0,1.0,1.0
206,CSNATp,1.0,1.0,1.0
207,CSNATr,1.0,1.0,1.0
208,CYSO,1.0,1.0,1.0
209,CYSTA,1.0,1.0,1.0
210,CYSTAm,1.0,1.0,1.0
211,CYSTGL,1.0,1.0,1.0
212,CYSTS,1.0,1.0,1.0
213,CYTK10,1.0,1.0,1.0
214,CYTK10n,1.0,1.0,1.0
215,CYTK11,1.0,1.0,1.0
216,CYTK11n,1.0,1.0,1.0
217,CYTK12,1.0,1.0,1.0
218,CYTK12n,1.0,1.0,1.0
219,CYTK13,1.0,1.0,1.0
220,CYTK13n,1.0,1.0,1.0
221,CYTK14,1.0,1.0,1.0
222,CYTK14n,1.0,1.0,1.0
223,CYTK1n,1.0,1.0,1.0
224,CYTK2n,1.0,1.0,1.0
225,CYTK3n,1.0,1.0,1.0
226,CYTK4n,1.0,1.0,1.0
227,CYTK5,1.0,1.0,1.0
228,CYTK5n,1.0,1.0,1.0
229,CYTK6,1.0,1.0,1.0
230,CYTK6n,1.0,1.0,1.0
231,CYTK7,1.0,1.0,1.0
232,CYTK7n,1.0,1.0,1.0
233,CYTK8,1.0,1.0,1.0
234,CYTK8n,1.0,1.0,1.0
235,CYTK9,1.0,1.0,1.0
236,CYTK9n,1.0,1.0,1.0
237,D3AIBTm,1.0,1.0,1.0
238,DADA,1.0,1.0,1.0
239,DADAe,1.0,1.0,1.0
240,DAGK_hs,1.0,1.0,1.0
241,DALAOXx,1.0,1.0,1.0
242,DARGOp,1.0,1.0,1.0
243,DASCBR,1.0,1.0,1.0
244,DASPO1p,1.0,1.0,1.0
245,DCIm,1.0,1.0,1.0
246,DCK1n,1.0,1.0,1.0
247,DCK2n,1.0,1.0,1.0
248,DCMPDA,1.0,1.0,1.0
249,DCSPTN1CPT1,1.0,1.0,1.0
250,DCT,1.0,1.0,1.0
251,DESAT18_10,1.0,1.0,1.0
252,DESAT18_6,1.0,1.0,1.0
253,DESAT18_7,1.0,1.0,1.0
254,DESAT18_8,1.0,1.0,1.0
255,DESAT18_9,1.0,1.0,1.0
256,DESAT20_1,1.0,1.0,1.0
257,DESAT20_2,1.0,1.0,1.0
258,DESAT24_1,1.0,1.0,1.0
259,DGNSKm,1.0,1.0,1.0
260,DHAPA,1.0,1.0,1.0
261,DHAPAx,1.0,1.0,1.0
262,DHCR71r,0.028506334740571043,1.0,1.0
263,DHCR72r,0.028506334740571043,1.0,1.0
264,DHDPBMTm,1.0,1.0,1.0
265,DHEASULT,0.0831088208805639,1.0,1.0
266,DHFR,1.0,1.0,1.0
267,DHORD9,1.0,1.0,1.0
268,DHORTS,1.0,1.0,1.0
269,DHPM1,1.0,1.0,1.0
270,DHPM2,1.0,1.0,1.0
271,DHPR,1.0,1.0,1.0
272,DLNLCGCPT1,1.0,1.0,1.0
273,DMATT,1.0,1.0,1.0
274,DMATTx,0.028506334740571043,1.0,1.0
275,DMGDHm,1.0,1.0,1.0
276,DNAMTn,1.0,1.0,1.0
277,DNAMTSEn,1.0,1.0,1.0
278,DOPAMT,1.0,1.0,1.0
279,DOPASULT,1.0,1.0,1.0
280,DORNOp,1.0,1.0,1.0
281,DPMVDx,1.0,1.0,1.0
282,DPROOp,1.0,1.0,1.0
283,DRBK,1.0,1.0,1.0
284,DRPA,1.0,1.0,1.0
285,DURAD,1.0,1.0,1.0
286,DURAD2,1.0,1.0,1.0
287,DURIK1,1.0,1.0,1.0
288,DURIK1m,1.0,1.0,1.0
289,DUTPDPm,1.0,1.0,1.0
290,DUTPDPn,1.0,1.0,1.0
291,ECOAH12m,1.0,1.0,1.0
292,ECOAH1m,1.0,1.0,1.0
293,ECOAH1x,1.0,1.0,1.0
294,ECOAH9m,1.0,1.0,1.0
295,EHGLAT,1.0,1.0,1.0
296,EHGLAT2m,1.0,1.0,1.0
297,EHGLATm,1.0,1.0,1.0
298,EICOSTETCPT1,1.0,1.0,1.0
299,ELAIDCPT1,1.0,1.0,1.0
300,EPCTX,1.0,1.0,1.0
301,ESTSULT,0.05620159732816847,1.0,1.0
302,ETFQO,1.0,1.0,1.0
303,ETHAK,1.0,1.0,1.0
304,FACOAL140i,1.0,1.0,1.0
305,FACOAL150,1.0,1.0,1.0
306,FACOAL170,1.0,1.0,1.0
307,FACOAL180i,1.0,1.0,1.0
308,FACOAL1812,1.0,1.0,1.0
309,FACOAL1813,1.0,1.0,1.0
310,FACOAL1822,1.0,1.0,1.0
311,FACOAL1831,1.0,1.0,1.0
312,FACOAL1832,1.0,1.0,1.0
313,FACOAL184,1.0,1.0,1.0
314,FACOAL191,1.0,1.0,1.0
315,FACOAL200,1.0,1.0,1.0
316,FACOAL203,1.0,1.0,1.0
317,FACOAL2042,1.0,1.0,1.0
318,FACOAL205,1.0,1.0,1.0
319,FACOAL206,1.0,1.0,1.0
320,FACOAL224,1.0,1.0,1.0
321,FACOAL2251,1.0,1.0,1.0
322,FACOAL2252,1.0,1.0,1.0
323,FACOAL226,1.0,1.0,1.0
324,FACOAL240,1.0,1.0,1.0
325,FACOAL241,1.0,1.0,1.0
326,FACOAL244_1,1.0,1.0,1.0
327,FACOAL245_1,1.0,1.0,1.0
328,FACOAL245_2,1.0,1.0,1.0
329,FACOAL246_1,1.0,1.0,1.0
330,FACOAL260,1.0,1.0,1.0
331,FACOAL40im,1.0,1.0,1.0
332,FACOAL80i,1.0,1.0,1.0
333,FADDP,1.0,1.0,1.0
334,FAEL183,1.0,1.0,1.0
335,FAEL184,1.0,1.0,1.0
336,FAEL204,1.0,1.0,1.0
337,FAEL205,1.0,1.0,1.0
338,FALDH,1.0,1.0,1.0
339,FAOXC11,1.0,1.0,1.0
340,FAOXC140,1.0,1.0,1.0
341,FAOXC150m,1.0,1.0,1.0
342,FAOXC160,1.0,1.0,1.0
343,FAOXC16080m,1.0,1.0,1.0
344,FAOXC16080x,1.0,1.0,1.0
345,FAOXC161802m,1.0,1.0,1.0
346,FAOXC16180m,1.0,1.0,1.0
347,FAOXC170m,1.0,1.0,1.0
348,FAOXC180,1.0,1.0,1.0
349,FAOXC180x,1.0,1.0,1.0
350,FAOXC1811601m,1.0,1.0,1.0
351,FAOXC1811602m,1.0,1.0,1.0
352,FAOXC1811603m,1.0,1.0,1.0
353,FAOXC182806m,1.0,1.0,1.0
354,FAOXC18280m,1.0,1.0,1.0
355,FAOXC183803m,1.0,1.0,1.0
356,FAOXC183806m,1.0,1.0,1.0
357,FAOXC183806x,1.0,1.0,1.0
358,FAOXC18480m,1.0,1.0,1.0
359,FAOXC18480x,1.0,1.0,1.0
360,FAOXC200180m,1.0,1.0,1.0
361,FAOXC200180x,1.0,1.0,1.0
362,FAOXC2031836m,1.0,1.0,1.0
363,FAOXC204,1.0,1.0,1.0
364,FAOXC204184m,1.0,1.0,1.0
365,FAOXC2051843m,1.0,1.0,1.0
366,FAOXC2051843x,1.0,1.0,1.0
367,FAOXC2242046m,1.0,1.0,1.0
368,FAOXC2242046x,1.0,1.0,1.0
369,FAOXC2251836m,1.0,1.0,1.0
370,FAOXC2251836x,1.0,1.0,1.0
371,FAOXC2252053m,1.0,1.0,1.0
372,FAOXC2252053x,1.0,1.0,1.0
373,FAOXC226,1.0,1.0,1.0
374,FAOXC226205m,1.0,1.0,1.0
375,FAOXC226205x,1.0,1.0,1.0
376,FAOXC240200x,1.0,1.0,1.0
377,FAOXC241181x,1.0,1.0,1.0
378,FAOXC2442246x,1.0,1.0,1.0
379,FAOXC2452253x,1.0,1.0,1.0
380,FAOXC2452256x,1.0,1.0,1.0
381,FAOXC246226x,1.0,1.0,1.0
382,FAOXC260240x,1.0,1.0,1.0
383,FAOXC80,1.0,1.0,1.0
384,FAS100COA,1.0,1.0,1.0
385,FAS120COA,1.0,1.0,1.0
386,FAS140COA,1.0,1.0,1.0
387,FAS160COA,1.0,1.0,1.0
388,FAS180COA,1.0,1.0,1.0
389,FAS80COA_L,1.0,1.0,1.0
390,FBA2,1.0,1.0,1.0
391,FBA4,1.0,1.0,1.0
392,FBA5,1.0,1.0,1.0
393,FCLTm,1.0,1.0,1.0
394,FDH,1.0,1.0,1.0
395,FKYNH,1.0,1.0,1.0
396,FMNAT,1.0,1.0,1.0
397,FPGS,1.0,1.0,1.0
398,FPGS2,1.0,1.0,1.0
399,FPGS2m,1.0,1.0,1.0
400,FPGS3,1.0,1.0,1.0
401,FPGS3m,1.0,1.0,1.0
402,FPGS4,1.0,1.0,1.0
403,FPGS4m,1.0,1.0,1.0
404,FPGS5,1.0,1.0,1.0
405,FPGS5m,1.0,1.0,1.0
406,FPGS6,1.0,1.0,1.0
407,FPGS6m,1.0,1.0,1.0
408,FPGS7,1.0,1.0,1.0
409,FPGS7m,1.0,1.0,1.0
410,FPGS8,1.0,1.0,1.0
411,FPGS8m,1.0,1.0,1.0
412,FPGS9,1.0,1.0,1.0
413,FPGS9m,1.0,1.0,1.0
414,FPGSm,1.0,1.0,1.0
415,FRTT,1.0,1.0,1.0
416,FTCD,1.0,1.0,1.0
417,FTHFCL,1.0,1.0,1.0
418,FTHFDH,1.0,1.0,1.0
419,FTHFLm,0.05620159732816847,1.0,1.0
420,FUCASE2e,1.0,1.0,1.0
421,FUCASE2ly,1.0,1.0,1.0
422,FUMAC,1.0,1.0,1.0
423,FUT910g,1.0,1.0,1.0
424,FUT911g,1.0,1.0,1.0
425,FUT91g,1.0,1.0,1.0
426,FUT92g,1.0,1.0,1.0
427,FUT93g,1.0,1.0,1.0
428,FUT94g,1.0,1.0,1.0
429,FUT95g,1.0,1.0,1.0
430,FUT96g,1.0,1.0,1.0
431,FUT97g,1.0,1.0,1.0
432,FUT98g,1.0,1.0,1.0
433,FUT99g,1.0,1.0,1.0
434,G14T10g,1.0,1.0,1.0
435,G14T11g,1.0,1.0,1.0
436,G14T12g,1.0,1.0,1.0
437,G14T13g,1.0,1.0,1.0
438,G14T14g,1.0,1.0,1.0
439,G14T15g,1.0,1.0,1.0
440,G14T16g,1.0,1.0,1.0
441,G14T17g,1.0,1.0,1.0
442,G14T18g,1.0,1.0,1.0
443,G14T19g,1.0,1.0,1.0
444,G14T20g,1.0,1.0,1.0
445,G14T21g,1.0,1.0,1.0
446,G14T2g,1.0,1.0,1.0
447,G14T3g,1.0,1.0,1.0
448,G14T4g,1.0,1.0,1.0
449,G14T5g,1.0,1.0,1.0
450,G14T6g,1.0,1.0,1.0
451,G14T7g,1.0,1.0,1.0
452,G14T8g,1.0,1.0,1.0
453,G14T9g,1.0,1.0,1.0
454,G14Tg,1.0,1.0,1.0
455,G3PD1,1.0,1.0,1.0
456,G3PD2m,1.0,1.0,1.0
457,G5SDym,1.0,1.0,1.0
458,G6PDA,1.0,1.0,1.0
459,G6PDH1rer,1.0,1.0,1.0
460,G6PPer,1.0,1.0,1.0
461,GACMTRc,1.0,1.0,1.0
462,GAL3ST11,1.0,1.0,1.0
463,GAL3ST12,1.0,1.0,1.0
464,GALASE10ly,1.0,1.0,1.0
465,GALASE11ly,1.0,1.0,1.0
466,GALASE12ly,1.0,1.0,1.0
467,GALASE13ly,1.0,1.0,1.0
468,GALASE14ly,1.0,1.0,1.0
469,GALASE15ly,1.0,1.0,1.0
470,GALASE16ly,1.0,1.0,1.0
471,GALASE17ly,1.0,1.0,1.0
472,GALASE18ly,1.0,1.0,1.0
473,GALASE19ly,1.0,1.0,1.0
474,GALASE1ly,1.0,1.0,1.0
475,GALASE20ly,1.0,1.0,1.0
476,GALASE3ly,1.0,1.0,1.0
477,GALASE4ly,1.0,1.0,1.0
478,GALASE5ly,1.0,1.0,1.0
479,GALASE6ly,1.0,1.0,1.0
480,GALASE7ly,1.0,1.0,1.0
481,GALASE8ly,1.0,1.0,1.0
482,GALASE9ly,1.0,1.0,1.0
483,GALC,1.0,1.0,1.0
484,GALGT1,1.0,1.0,1.0
485,GALGT2,1.0,1.0,1.0
486,GALGT3,1.0,1.0,1.0
487,GALGT4,1.0,1.0,1.0
488,GALNACT1g,1.0,1.0,1.0
489,GALNACT2g,1.0,1.0,1.0
490,GALNACT3g,1.0,1.0,1.0
491,GALNACT4g,1.0,1.0,1.0
492,GALNACT5g,1.0,1.0,1.0
493,GALOR,1.0,1.0,1.0
494,GALT2g,1.0,1.0,1.0
495,GALTg,1.0,1.0,1.0
496,GAMYe,1.0,1.0,1.0
497,GARFT,1.0,1.0,1.0
498,GASNASE3ly,1.0,1.0,1.0
499,GBAl,1.0,1.0,1.0
500,GBGT1,1.0,1.0,1.0
501,GCALDD,0.20658583177972017,1.0,1.0
502,GCALDDm,1.0,1.0,1.0
503,GCC2am,1.0,1.0,1.0
504,GCC2bim,1.0,1.0,1.0
505,GCC2cm,1.0,1.0,1.0
506,GCCam,1.0,1.0,1.0
507,GCCbim,1.0,1.0,1.0
508,GCCcm,1.0,1.0,1.0
509,GCNTg,1.0,1.0,1.0
510,GF6PTA,1.0,1.0,1.0
511,GGLUCT,1.0,1.0,1.0
512,GGT5r,1.0,1.0,1.0
513,GHMT2r,1.0,1.0,1.0
514,GHMT2rm,1.0,1.0,1.0
515,GHMT3,1.0,1.0,1.0
516,GHMT3m,1.0,1.0,1.0
517,GLACO,0.18329552117303347,1.0,1.0
518,GLACOm,1.0,1.0,1.0
519,GLB1,1.0,1.0,1.0
520,GLBRAN,1.0,1.0,1.0
521,GLCAASE1ly,1.0,1.0,1.0
522,GLCAASE4ly,1.0,1.0,1.0
523,GLCAASE5ly,1.0,1.0,1.0
524,GLCAASE6ly,1.0,1.0,1.0
525,GLCAASE7ly,1.0,1.0,1.0
526,GLCAASE8ly,1.0,1.0,1.0
527,GLCAASE9ly,1.0,1.0,1.0
528,GLCAE2g,1.0,1.0,1.0
529,GLCAT2g,1.0,1.0,1.0
530,GLCAT3g,1.0,1.0,1.0
531,GLCAT4g,1.0,1.0,1.0
532,GLCAT5g,1.0,1.0,1.0
533,GLCAT6g,1.0,1.0,1.0
534,GLCAT7g,1.0,1.0,1.0
535,GLCAT8g,1.0,1.0,1.0
536,GLCAT9g,1.0,1.0,1.0
537,GLCATg,1.0,1.0,1.0
538,GLCNACASE1ly,1.0,1.0,1.0
539,GLCNACASE2ly,1.0,1.0,1.0
540,GLCNACASE3ly,1.0,1.0,1.0
541,GLCNACASE4ly,1.0,1.0,1.0
542,GLCNACASE5ly,1.0,1.0,1.0
543,GLCNACT1g,1.0,1.0,1.0
544,GLCNACT2g,1.0,1.0,1.0
545,GLCNACT3g,1.0,1.0,1.0
546,GLCNACT4g,1.0,1.0,1.0
547,GLCNACT5g,1.0,1.0,1.0
548,GLDBRAN,1.0,1.0,1.0
549,GLGNS1,1.0,1.0,1.0
550,GLPASE1,1.0,1.0,1.0
551,GLPASE2,1.0,1.0,1.0
552,GLU5Km,1.0,1.0,1.0
553,GLUDC,1.0,1.0,1.0
554,GLUDxm,1.0,1.0,1.0
555,GLUDym,1.0,1.0,1.0
556,GluForTx,1.0,1.0,1.0
557,GLUNm,1.0,1.0,1.0
558,GLUPRT,1.0,1.0,1.0
559,GLUTCOADHm,1.0,1.0,1.0
560,GLXO1,1.0,1.0,1.0
561,GLXO2p,1.0,1.0,1.0
562,GLYAMDTRc,1.0,1.0,1.0
563,GLYATm,1.0,1.0,1.0
564,GLYCLTDy,1.0,1.0,1.0
565,GLYOX,1.0,1.0,1.0
566,GLYOXm,1.0,1.0,1.0
567,GMPR,1.0,1.0,1.0
568,GND,0.028506334740571043,1.0,1.0
569,GNDer,0.028506334740571043,1.0,1.0
570,GNMT,1.0,1.0,1.0
571,GPAM_hs,1.0,1.0,1.0
572,GPAMm_hs,1.0,1.0,1.0
573,GRTT,1.0,1.0,1.0
574,GRTTx,0.028506334740571043,1.0,1.0
575,GTHO,0.028506334740571043,1.0,1.0
576,GTHOm,0.028506334740571043,1.0,1.0
577,GTHP,0.13464803750333446,1.0,1.0
578,GTHPe,0.007659778231732858,1.0,1.0
579,GTHPm,1.0,1.0,1.0
580,GTMLTe,0.028506334740571043,1.0,1.0
581,GTPCI,1.0,1.0,1.0
582,GTPCIn,1.0,1.0,1.0
583,GUAD,1.0,1.0,1.0
584,HACD1m,1.0,1.0,1.0
585,HACD9m,1.0,1.0,1.0
586,HAS1,1.0,1.0,1.0
587,HAS2,1.0,1.0,1.0
588,HEX10,0.13464803750333446,1.0,1.0
589,HEX4,0.13464803750333446,1.0,1.0
590,HEX7,0.13464803750333446,1.0,1.0
591,HEXCCPT1,1.0,1.0,1.0
592,HGNTOR,1.0,1.0,1.0
593,HIBDm,1.0,1.0,1.0
594,HISD,1.0,1.0,1.0
595,HISDC,1.0,1.0,1.0
596,HKYNH,1.0,1.0,1.0
597,HMBS,1.0,1.0,1.0
598,HMGCOARr,1.0,1.0,1.0
599,HMGCOASi,1.0,1.0,1.0
600,HMGCOASim,1.0,1.0,1.0
601,HMGLm,1.0,1.0,1.0
602,HMGLx,1.0,1.0,1.0
603,HPDCACRNCPT1,1.0,1.0,1.0
604,HPYRRy,1.0,1.0,1.0
605,HS1ly,1.0,1.0,1.0
606,HS2ly,1.0,1.0,1.0
607,HS3ly,1.0,1.0,1.0
608,HS4ly,1.0,1.0,1.0
609,HSD11B1r,1.0,1.0,1.0
610,HSD17B1,1.0,1.0,1.0
611,HSD17B2r,1.0,1.0,1.0
612,HSD17B7r,1.0,1.0,1.0
613,HSD17B8r,1.0,1.0,1.0
614,HSD17B9r,1.0,1.0,1.0
615,HSD3A1r,1.0,1.0,1.0
616,ICDHyrm,1.0,1.0,1.0
617,IDOAASE1ly,1.0,1.0,1.0
618,IDOAASE2ly,1.0,1.0,1.0
619,IDOAASE3ly,1.0,1.0,1.0
620,IDOAASE4ly,1.0,1.0,1.0
621,ILETA,1.0,1.0,1.0
622,ILETAm,1.0,1.0,1.0
623,IMACTD,1.0,1.0,1.0
624,IMACTD_m,1.0,1.0,1.0
625,IMPC,1.0,1.0,1.0
626,IMPD,1.0,1.0,1.0
627,INOSTO,1.0,1.0,1.0
628,ITCOAL1m,1.0,1.0,1.0
629,ITCOALm,1.0,1.0,1.0
630,KAS8,1.0,1.0,1.0
631,KHK2,1.0,1.0,1.0
632,KHK3,1.0,1.0,1.0
633,KYN,1.0,1.0,1.0
634,KYN3OX,1.0,1.0,1.0
635,KYNAKGAT,1.0,1.0,1.0
636,LACZly,1.0,1.0,1.0
637,LALDO2x,1.0,1.0,1.0
638,LAPCOAl,1.0,1.0,1.0
639,LCADi,0.20658583177972017,1.0,1.0
640,LCADi_D,0.20658583177972017,1.0,1.0
641,LCADi_Dm,1.0,1.0,1.0
642,LCADim,1.0,1.0,1.0
643,LCAT1e,1.0,1.0,1.0
644,LCYSTAT,1.0,1.0,1.0
645,LCYSTATm,1.0,1.0,1.0
646,LCYSTCBOXL,1.0,1.0,1.0
647,LDH_D,1.0,1.0,1.0
648,LDH_Lm,1.0,1.0,1.0
649,LEUTA,1.0,1.0,1.0
650,LEUTAm,1.0,1.0,1.0
651,LFORKYNHYD,1.0,1.0,1.0
