,term,variable,value,p,padj
16,KEGG_MM_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
17,KEGG_MM_BIOTIN_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
18,KEGG_MM_BUTANOATE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
19,KEGG_MM_C-TYPE_LECTIN_RECEPTOR_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
20,KEGG_MM_CAFFEINE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
21,KEGG_MM_CARBON_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
22,KEGG_MM_CENTRAL_CARBON_METABOLISM_IN_CANCER,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
23,KEGG_MM_CHOLESTEROL_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
24,KEGG_MM_CHOLINE_METABOLISM_IN_CANCER,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
25,KEGG_MM_CITRATE_CYCLE_(TCA_CYCLE),5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
26,KEGG_MM_CORTISOL_SYNTHESIS_AND_SECRETION,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
27,KEGG_MM_CYSTEINE_AND_METHIONINE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
28,KEGG_MM_D-AMINO_ACID_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
29,KEGG_MM_ESTROGEN_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
30,KEGG_MM_ETHER_LIPID_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
31,KEGG_MM_FATTY_ACID_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
32,KEGG_MM_FATTY_ACID_DEGRADATION,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
33,KEGG_MM_FATTY_ACID_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
34,KEGG_MM_FOLATE_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
35,KEGG_MM_FOXO_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,0.14652341932644586,0.14652341932644586,0.1723267278162758
36,KEGG_MM_FRUCTOSE_AND_MANNOSE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
37,KEGG_MM_GALACTOSE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
38,KEGG_MM_GLUCAGON_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
39,KEGG_MM_GLUTATHIONE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
40,KEGG_MM_GLYCEROLIPID_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
41,KEGG_MM_GLYCEROPHOSPHOLIPID_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
42,KEGG_MM_GLYCINE_SERINE_AND_THREONINE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
43,KEGG_MM_GLYCOLYSIS_GLUCONEOGENESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
44,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE_DERMATAN_SULFATE,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
45,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE_HEPARIN,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
46,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,5BA_diffexpr-nonnaive-cluster1,0.012761908156686569,0.012761908156686569,0.02301650985433317
47,KEGG_MM_GLYCOSAMINOGLYCAN_DEGRADATION,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
48,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
49,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_AND_ISOGLOBO_SERIES,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
50,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
51,KEGG_MM_GLYCOSYLPHOSPHATIDYLINOSITOL_(GPI)-ANCHOR_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
52,KEGG_MM_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
53,KEGG_MM_GROWTH_HORMONE_SYNTHESIS_SECRETION_AND_ACTION,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
54,KEGG_MM_HIF-1_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
55,KEGG_MM_HIPPO_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
56,KEGG_MM_HISTIDINE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
57,KEGG_MM_IL-17_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
58,KEGG_MM_INOSITOL_PHOSPHATE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
59,KEGG_MM_INSULIN_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
60,KEGG_MM_JAK-STAT_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
61,KEGG_MM_LINOLEIC_ACID_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
62,KEGG_MM_LIPOIC_ACID_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
63,KEGG_MM_LONGEVITY_REGULATING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
64,KEGG_MM_LYSINE_DEGRADATION,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
65,KEGG_MM_MANNOSE_TYPE_O-GLYCAN_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
66,KEGG_MM_METABOLIC_PATHWAYS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
67,KEGG_MM_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
68,KEGG_MM_MUCIN_TYPE_O-GLYCAN_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
69,KEGG_MM_N-GLYCAN_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
70,KEGG_MM_NF-KAPPA_B_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
71,KEGG_MM_NOD-LIKE_RECEPTOR_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,0.19268043030534254,0.19268043030534254,1.0
72,KEGG_MM_NEOMYCIN_KANAMYCIN_AND_GENTAMICIN_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
73,KEGG_MM_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
74,KEGG_MM_NITROGEN_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
75,KEGG_MM_NUCLEOTIDE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
76,KEGG_MM_OTHER_GLYCAN_DEGRADATION,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
77,KEGG_MM_OTHER_TYPES_OF_O-GLYCAN_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
78,KEGG_MM_OXIDATIVE_PHOSPHORYLATION,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
79,KEGG_MM_OXYTOCIN_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
80,KEGG_MM_PI3K-AKT_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,0.23931099903701153,0.23931099903701153,0.27759169836238295
81,KEGG_MM_PANTOTHENATE_AND_COA_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
82,KEGG_MM_PARATHYROID_HORMONE_SYNTHESIS_SECRETION_AND_ACTION,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
83,KEGG_MM_PATHWAYS_OF_NEURODEGENERATION_MULTIPLE_DISEASES,5BA_diffexpr-nonnaive-cluster1,0.43029311587420976,0.43029311587420976,0.7625802075254433
84,KEGG_MM_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
85,KEGG_MM_PENTOSE_PHOSPHATE_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
86,KEGG_MM_PHENYLALANINE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
87,KEGG_MM_PHENYLALANINE_TYROSINE_AND_TRYPTOPHAN_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
88,KEGG_MM_PHOSPHOLIPASE_D_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
89,KEGG_MM_PHOSPHONATE_AND_PHOSPHINATE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
90,KEGG_MM_PORPHYRIN_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
91,KEGG_MM_PRIMARY_BILE_ACID_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
92,KEGG_MM_PROLACTIN_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
93,KEGG_MM_PROPANOATE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
94,KEGG_MM_PURINE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
95,KEGG_MM_PYRIMIDINE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
96,KEGG_MM_PYRUVATE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
97,KEGG_MM_RNA_DEGRADATION,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
98,KEGG_MM_RAP1_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
99,KEGG_MM_RAS_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,0.16527752849512836,0.16527752849512836,0.3492200192599652
100,KEGG_MM_RETINOL_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
101,KEGG_MM_RIBOFLAVIN_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
102,KEGG_MM_SELENOCOMPOUND_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
103,KEGG_MM_SPHINGOLIPID_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
104,KEGG_MM_SPHINGOLIPID_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
105,KEGG_MM_STARCH_AND_SUCROSE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
106,KEGG_MM_STEROID_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
107,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
108,KEGG_MM_SULFUR_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
109,KEGG_MM_TGF-BETA_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
110,KEGG_MM_TNF_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,0.12414073421130922,0.12414073421130922,0.14677710542784317
111,KEGG_MM_TAURINE_AND_HYPOTAURINE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
112,KEGG_MM_TERPENOID_BACKBONE_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
113,KEGG_MM_THIAMINE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
114,KEGG_MM_THYROID_HORMONE_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
115,KEGG_MM_THYROID_HORMONE_SYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
116,KEGG_MM_TOLL-LIKE_RECEPTOR_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,0.0995446461794013,0.0995446461794013,0.2997345550193029
117,KEGG_MM_TRYPTOPHAN_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
118,KEGG_MM_TYROSINE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
119,KEGG_MM_UBIQUINONE_AND_OTHER_TERPENOID-QUINONE_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
120,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
121,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
122,KEGG_MM_VARIOUS_TYPES_OF_N-GLYCAN_BIOSYNTHESIS,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
123,KEGG_MM_VITAMIN_B6_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
124,KEGG_MM_ALPHA-LINOLENIC_ACID_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
125,KEGG_MM_BETA-ALANINE_METABOLISM,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
126,KEGG_MM_CAMP_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
127,KEGG_MM_CGMP-PKG_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
128,KEGG_MM_MTOR_SIGNALING_PATHWAY,5BA_diffexpr-nonnaive-cluster1,1.0,1.0,1.0
129,KEGG_MM_2-OXOCARBOXYLIC_ACID_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
130,KEGG_MM_AGE-RAGE_SIGNALING_PATHWAY_IN_DIABETIC_COMPLICATIONS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
131,KEGG_MM_AMPK_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
132,KEGG_MM_ADIPOCYTOKINE_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
133,KEGG_MM_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
134,KEGG_MM_ALDOSTERONE_SYNTHESIS_AND_SECRETION,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
135,KEGG_MM_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
136,KEGG_MM_AMINOACYL-TRNA_BIOSYNTHESIS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
137,KEGG_MM_APELIN_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
138,KEGG_MM_ARACHIDONIC_ACID_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
139,KEGG_MM_ARGININE_AND_PROLINE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
140,KEGG_MM_ARGININE_BIOSYNTHESIS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
141,KEGG_MM_ASCORBATE_AND_ALDARATE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
142,KEGG_MM_BIOSYNTHESIS_OF_AMINO_ACIDS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
143,KEGG_MM_BIOSYNTHESIS_OF_COFACTORS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
144,KEGG_MM_BIOSYNTHESIS_OF_NUCLEOTIDE_SUGARS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
145,KEGG_MM_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
146,KEGG_MM_BIOTIN_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
147,KEGG_MM_BUTANOATE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
148,KEGG_MM_C-TYPE_LECTIN_RECEPTOR_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
149,KEGG_MM_CAFFEINE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
150,KEGG_MM_CARBON_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
151,KEGG_MM_CENTRAL_CARBON_METABOLISM_IN_CANCER,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
152,KEGG_MM_CHOLESTEROL_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
153,KEGG_MM_CHOLINE_METABOLISM_IN_CANCER,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
154,KEGG_MM_CITRATE_CYCLE_(TCA_CYCLE),5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
155,KEGG_MM_CORTISOL_SYNTHESIS_AND_SECRETION,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
156,KEGG_MM_CYSTEINE_AND_METHIONINE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
157,KEGG_MM_D-AMINO_ACID_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
158,KEGG_MM_ESTROGEN_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
159,KEGG_MM_ETHER_LIPID_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
160,KEGG_MM_FATTY_ACID_BIOSYNTHESIS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
161,KEGG_MM_FATTY_ACID_DEGRADATION,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
162,KEGG_MM_FATTY_ACID_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
163,KEGG_MM_FOLATE_BIOSYNTHESIS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
164,KEGG_MM_FOXO_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,0.30323729657702675,0.30323729657702675,0.3434540729714845
165,KEGG_MM_FRUCTOSE_AND_MANNOSE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
166,KEGG_MM_GALACTOSE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
167,KEGG_MM_GLUCAGON_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
168,KEGG_MM_GLUTATHIONE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
169,KEGG_MM_GLYCEROLIPID_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
170,KEGG_MM_GLYCEROPHOSPHOLIPID_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
171,KEGG_MM_GLYCINE_SERINE_AND_THREONINE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
172,KEGG_MM_GLYCOLYSIS_GLUCONEOGENESIS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
173,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE_DERMATAN_SULFATE,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
174,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE_HEPARIN,5BB_diffexpr-nonnaive-cluster2,0.044993299112186906,0.044993299112186906,0.11264410227167529
175,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
176,KEGG_MM_GLYCOSAMINOGLYCAN_DEGRADATION,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
177,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
178,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_AND_ISOGLOBO_SERIES,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
179,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
180,KEGG_MM_GLYCOSYLPHOSPHATIDYLINOSITOL_(GPI)-ANCHOR_BIOSYNTHESIS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
181,KEGG_MM_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
182,KEGG_MM_GROWTH_HORMONE_SYNTHESIS_SECRETION_AND_ACTION,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
183,KEGG_MM_HIF-1_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
184,KEGG_MM_HIPPO_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,0.23230943068089474,0.23230943068089474,0.5943532511470491
185,KEGG_MM_HISTIDINE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
186,KEGG_MM_IL-17_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
187,KEGG_MM_INOSITOL_PHOSPHATE_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
188,KEGG_MM_INSULIN_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
189,KEGG_MM_JAK-STAT_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,0.26086522925291367,0.26086522925291367,0.8228837540526273
190,KEGG_MM_LINOLEIC_ACID_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
191,KEGG_MM_LIPOIC_ACID_METABOLISM,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
192,KEGG_MM_LONGEVITY_REGULATING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
193,KEGG_MM_LYSINE_DEGRADATION,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
194,KEGG_MM_MANNOSE_TYPE_O-GLYCAN_BIOSYNTHESIS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
195,KEGG_MM_METABOLIC_PATHWAYS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
196,KEGG_MM_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
197,KEGG_MM_MUCIN_TYPE_O-GLYCAN_BIOSYNTHESIS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
198,KEGG_MM_N-GLYCAN_BIOSYNTHESIS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
199,KEGG_MM_NF-KAPPA_B_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
200,KEGG_MM_NOD-LIKE_RECEPTOR_SIGNALING_PATHWAY,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
201,KEGG_MM_NEOMYCIN_KANAMYCIN_AND_GENTAMICIN_BIOSYNTHESIS,5BB_diffexpr-nonnaive-cluster2,1.0,1.0,1.0
