,term,p,padj,q
173,DNAMTSEn,1.0,1.0,1.0
174,DOPACHRMISO,1.0,1.0,1.0
175,DRBK,1.0,1.0,1.0
176,DRPA,1.0,1.0,1.0
177,DURIK1,1.0,1.0,1.0
178,DURIK1m,1.0,1.0,1.0
179,EBP1r,1.0,1.0,1.0
180,EBP2r,1.0,1.0,1.0
181,ECOAH12m,1.0,1.0,1.0
182,ECOAH1m,1.0,1.0,1.0
183,ECOAH1x,1.0,1.0,1.0
184,ECOAH9m,1.0,1.0,1.0
185,EHGLAT,1.0,1.0,1.0
186,EHGLAT2m,1.0,1.0,1.0
187,EHGLATm,1.0,1.0,1.0
188,EPCTX,1.0,1.0,1.0
189,ETFQO,1.0,1.0,1.0
190,ETHAK,1.0,1.0,1.0
191,FACOAL140i,1.0,1.0,1.0
192,FACOAL150,1.0,1.0,1.0
193,FACOAL160i,1.0,1.0,1.0
194,FACOAL170,1.0,1.0,1.0
195,FACOAL180i,1.0,1.0,1.0
196,FACOAL1812,1.0,1.0,1.0
197,FACOAL1813,1.0,1.0,1.0
198,FACOAL181i,1.0,1.0,1.0
199,FACOAL1821,1.0,1.0,1.0
200,FACOAL1822,1.0,1.0,1.0
201,FACOAL1831,0.12644191144742883,1.0,1.0
202,FACOAL1832,1.0,1.0,1.0
203,FACOAL184,1.0,1.0,1.0
204,FACOAL200,1.0,1.0,1.0
205,FACOAL203,1.0,1.0,1.0
206,FACOAL204,1.0,1.0,1.0
207,FACOAL2042,1.0,1.0,1.0
208,FACOAL205,1.0,1.0,1.0
209,FACOAL224,1.0,1.0,1.0
210,FACOAL2251,1.0,1.0,1.0
211,FACOAL2252,1.0,1.0,1.0
212,FACOAL226,1.0,1.0,1.0
213,FACOAL240,1.0,1.0,1.0
214,FACOAL241,1.0,1.0,1.0
215,FACOAL244_1,1.0,1.0,1.0
216,FACOAL245_1,1.0,1.0,1.0
217,FACOAL245_2,1.0,1.0,1.0
218,FACOAL246_1,1.0,1.0,1.0
219,FACOAL260,1.0,1.0,1.0
220,FACOAL80i,1.0,1.0,1.0
221,FALDH,1.0,1.0,1.0
222,FAOXC11,1.0,1.0,1.0
223,FAOXC140,1.0,1.0,1.0
224,FAOXC150m,1.0,1.0,1.0
225,FAOXC160,1.0,1.0,1.0
226,FAOXC16080m,1.0,1.0,1.0
227,FAOXC16080x,1.0,1.0,1.0
228,FAOXC161802m,1.0,1.0,1.0
229,FAOXC16180m,1.0,1.0,1.0
230,FAOXC170m,1.0,1.0,1.0
231,FAOXC180,1.0,1.0,1.0
232,FAOXC180x,1.0,1.0,1.0
233,FAOXC1811601m,1.0,1.0,1.0
234,FAOXC1811602m,1.0,1.0,1.0
235,FAOXC1811603m,1.0,1.0,1.0
236,FAOXC182806m,1.0,1.0,1.0
237,FAOXC18280m,1.0,1.0,1.0
238,FAOXC183803m,1.0,1.0,1.0
239,FAOXC183806m,1.0,1.0,1.0
240,FAOXC183806x,1.0,1.0,1.0
241,FAOXC18480m,1.0,1.0,1.0
242,FAOXC18480x,1.0,1.0,1.0
243,FAOXC200180m,1.0,1.0,1.0
244,FAOXC200180x,1.0,1.0,1.0
245,FAOXC2031836m,1.0,1.0,1.0
246,FAOXC204,1.0,1.0,1.0
247,FAOXC204184m,1.0,1.0,1.0
248,FAOXC2051843m,1.0,1.0,1.0
249,FAOXC2051843x,1.0,1.0,1.0
250,FAOXC2242046m,1.0,1.0,1.0
251,FAOXC2242046x,1.0,1.0,1.0
252,FAOXC2251836m,1.0,1.0,1.0
253,FAOXC2251836x,1.0,1.0,1.0
254,FAOXC2252053m,1.0,1.0,1.0
255,FAOXC2252053x,1.0,1.0,1.0
256,FAOXC226,1.0,1.0,1.0
257,FAOXC226205m,1.0,1.0,1.0
258,FAOXC226205x,1.0,1.0,1.0
259,FAOXC240200x,1.0,1.0,1.0
260,FAOXC241181x,1.0,1.0,1.0
261,FAOXC2442246x,1.0,1.0,1.0
262,FAOXC2452253x,1.0,1.0,1.0
263,FAOXC2452256x,1.0,1.0,1.0
264,FAOXC246226x,1.0,1.0,1.0
265,FAOXC260240x,1.0,1.0,1.0
266,FAOXC80,1.0,1.0,1.0
267,FAS100COA,0.07789800611612623,1.0,1.0
268,FAS120COA,0.07789800611612623,1.0,1.0
269,FAS140COA,0.07789800611612623,1.0,1.0
270,FAS160COA,0.07789800611612623,1.0,1.0
271,FAS180COA,0.07789800611612623,1.0,1.0
272,FAS80COA_L,1.0,1.0,1.0
273,FCLTm,1.0,1.0,1.0
274,FDH,1.0,1.0,1.0
275,FKYNH,1.0,1.0,1.0
276,FMNAT,1.0,1.0,1.0
277,FPGS,1.0,1.0,1.0
278,FPGS2,1.0,1.0,1.0
279,FPGS2m,1.0,1.0,1.0
280,FPGS3,1.0,1.0,1.0
281,FPGS3m,1.0,1.0,1.0
282,FPGS4,1.0,1.0,1.0
283,FPGS4m,1.0,1.0,1.0
284,FPGS5,1.0,1.0,1.0
285,FPGS5m,1.0,1.0,1.0
286,FPGS6,1.0,1.0,1.0
287,FPGS6m,1.0,1.0,1.0
288,FPGS7,1.0,1.0,1.0
289,FPGS7m,1.0,1.0,1.0
290,FPGS8,1.0,1.0,1.0
291,FPGS8m,1.0,1.0,1.0
292,FPGS9,1.0,1.0,1.0
293,FPGS9m,1.0,1.0,1.0
294,FPGSm,1.0,1.0,1.0
295,FRTT,1.0,1.0,1.0
296,FTHFDH,1.0,1.0,1.0
297,FTHFLm,1.0,1.0,1.0
298,FUCASE2e,1.0,1.0,1.0
299,FUCASE2ly,1.0,1.0,1.0
300,FUMAC,1.0,1.0,1.0
301,G14T10g,1.0,1.0,1.0
302,G14T11g,1.0,1.0,1.0
303,G14T12g,1.0,1.0,1.0
304,G14T13g,1.0,1.0,1.0
305,G14T14g,1.0,1.0,1.0
306,G14T15g,1.0,1.0,1.0
307,G14T16g,1.0,1.0,1.0
308,G14T17g,1.0,1.0,1.0
309,G14T18g,1.0,1.0,1.0
310,G14T19g,1.0,1.0,1.0
311,G14T20g,1.0,1.0,1.0
312,G14T21g,1.0,1.0,1.0
313,G14T2g,1.0,1.0,1.0
314,G14T3g,1.0,1.0,1.0
315,G14T4g,1.0,1.0,1.0
316,G14T5g,1.0,1.0,1.0
317,G14T6g,1.0,1.0,1.0
318,G14T7g,1.0,1.0,1.0
319,G14T8g,1.0,1.0,1.0
320,G14T9g,1.0,1.0,1.0
321,G14Tg,1.0,1.0,1.0
322,G3PD2m,1.0,1.0,1.0
323,G5SDym,1.0,1.0,1.0
324,G6PDA,1.0,1.0,1.0
325,G6PDH1rer,1.0,1.0,1.0
326,GALASE10ly,1.0,1.0,1.0
327,GALASE11ly,1.0,1.0,1.0
328,GALASE12ly,1.0,1.0,1.0
329,GALASE13ly,1.0,1.0,1.0
330,GALASE14ly,1.0,1.0,1.0
331,GALASE15ly,1.0,1.0,1.0
332,GALASE16ly,1.0,1.0,1.0
333,GALASE17ly,1.0,1.0,1.0
334,GALASE18ly,1.0,1.0,1.0
335,GALASE19ly,1.0,1.0,1.0
336,GALASE1ly,1.0,1.0,1.0
337,GALASE20ly,1.0,1.0,1.0
338,GALASE3ly,1.0,1.0,1.0
339,GALASE4ly,1.0,1.0,1.0
340,GALASE5ly,1.0,1.0,1.0
341,GALASE6ly,1.0,1.0,1.0
342,GALASE7ly,1.0,1.0,1.0
343,GALASE8ly,1.0,1.0,1.0
344,GALASE9ly,1.0,1.0,1.0
345,GALC,1.0,1.0,1.0
346,GALGT1,1.0,1.0,1.0
347,GALGT2,1.0,1.0,1.0
348,GALGT3,1.0,1.0,1.0
349,GALGT4,1.0,1.0,1.0
350,GALNACT1g,1.0,1.0,1.0
351,GALNACT2g,1.0,1.0,1.0
352,GALNACT3g,1.0,1.0,1.0
353,GALNACT4g,1.0,1.0,1.0
354,GALNACT5g,1.0,1.0,1.0
355,GALT2g,1.0,1.0,1.0
356,GALTg,1.0,1.0,1.0
357,GARFT,1.0,1.0,1.0
358,GASNASE3ly,1.0,1.0,1.0
359,GBAl,1.0,1.0,1.0
360,GCALDDm,1.0,1.0,1.0
361,GCC2am,1.0,1.0,1.0
362,GCC2bim,1.0,1.0,1.0
363,GCC2cm,1.0,1.0,1.0
364,GCCam,1.0,1.0,1.0
365,GCCbim,1.0,1.0,1.0
366,GCCcm,1.0,1.0,1.0
367,GCNTg,1.0,1.0,1.0
368,GF6PTA,1.0,1.0,1.0
369,GGLUCT,1.0,1.0,1.0
370,GHMT2r,1.0,1.0,1.0
371,GHMT2rm,1.0,1.0,1.0
372,GHMT3,1.0,1.0,1.0
373,GHMT3m,1.0,1.0,1.0
374,GLACOm,1.0,1.0,1.0
375,GLAl,1.0,1.0,1.0
376,GLB1,1.0,1.0,1.0
377,GLBRAN,1.0,1.0,1.0
378,GLCAASE1ly,1.0,1.0,1.0
379,GLCAASE4ly,1.0,1.0,1.0
380,GLCAASE5ly,1.0,1.0,1.0
381,GLCAASE6ly,1.0,1.0,1.0
382,GLCAASE7ly,1.0,1.0,1.0
383,GLCAASE9ly,1.0,1.0,1.0
384,GLCAE2g,1.0,1.0,1.0
385,GLCAT2g,1.0,1.0,1.0
386,GLCAT3g,1.0,1.0,1.0
387,GLCAT4g,1.0,1.0,1.0
388,GLCAT5g,1.0,1.0,1.0
389,GLCAT6g,1.0,1.0,1.0
390,GLCAT7g,1.0,1.0,1.0
391,GLCAT8g,1.0,1.0,1.0
392,GLCAT9g,1.0,1.0,1.0
393,GLCNACASE1ly,1.0,1.0,1.0
394,GLCNACASE2ly,1.0,1.0,1.0
395,GLCNACASE3ly,1.0,1.0,1.0
396,GLCNACASE4ly,1.0,1.0,1.0
397,GLCNACASE5ly,1.0,1.0,1.0
398,GLCNACT1g,1.0,1.0,1.0
399,GLCNACT2g,1.0,1.0,1.0
400,GLCNACT3g,1.0,1.0,1.0
401,GLCNACT4g,1.0,1.0,1.0
402,GLCNACT5g,1.0,1.0,1.0
403,GLDBRAN,1.0,1.0,1.0
404,GLU5Km,1.0,1.0,1.0
405,GLUDxm,1.0,1.0,1.0
406,GLUDym,1.0,1.0,1.0
407,GLUNm,1.0,1.0,1.0
408,GLUPRT,1.0,1.0,1.0
409,GLUTCOADHm,1.0,1.0,1.0
410,GLYAMDTRc,1.0,1.0,1.0
411,GLYATm,1.0,1.0,1.0
412,GLYCLTDy,1.0,1.0,1.0
413,GLYOX,1.0,1.0,1.0
414,GLYOXm,1.0,1.0,1.0
415,GND,1.0,1.0,1.0
416,GNDer,1.0,1.0,1.0
417,GPAM_hs,1.0,1.0,1.0
418,GRTT,1.0,1.0,1.0
419,GRTTx,1.0,1.0,1.0
420,GTHO,0.02666811799311293,1.0,1.0
421,GTHOm,0.02666811799311293,1.0,1.0
422,GTHP,1.0,1.0,1.0
423,GTHPm,1.0,1.0,1.0
424,GTPCI,1.0,1.0,1.0
425,GTPCIn,1.0,1.0,1.0
426,GUAPRT,1.0,1.0,1.0
427,HACD1m,0.10249676357333223,1.0,1.0
428,HACD9m,0.07789800611612623,1.0,1.0
429,HIBDm,1.0,1.0,1.0
430,HKYNH,1.0,1.0,1.0
431,HMBS,1.0,1.0,1.0
432,HMGCOARr,1.0,1.0,1.0
433,HMGLx,1.0,1.0,1.0
434,HPYRRy,1.0,1.0,1.0
435,HS1ly,1.0,1.0,1.0
436,HS2ly,1.0,1.0,1.0
437,HS3ly,1.0,1.0,1.0
438,HS4ly,1.0,1.0,1.0
439,HSD11B1r,1.0,1.0,1.0
440,HSD17B7r,1.0,1.0,1.0
441,HSD17B9r,1.0,1.0,1.0
442,HXPRT,1.0,1.0,1.0
443,ICDHyrm,1.0,1.0,1.0
444,IDOAASE1ly,1.0,1.0,1.0
445,IDOAASE2ly,1.0,1.0,1.0
446,IDOAASE3ly,1.0,1.0,1.0
447,IDOAASE4ly,1.0,1.0,1.0
448,ILETA,1.0,1.0,1.0
449,ILETAm,1.0,1.0,1.0
450,IMACTD_m,1.0,1.0,1.0
451,IMPC,1.0,1.0,1.0
452,IMPD,1.0,1.0,1.0
453,ITCOAL1m,1.0,1.0,1.0
454,ITCOALm,1.0,1.0,1.0
455,KAS8,0.07789800611612623,1.0,1.0
456,KHK2,1.0,1.0,1.0
457,KHK3,1.0,1.0,1.0
458,KYN,1.0,1.0,1.0
459,LACZly,1.0,1.0,1.0
460,LALDO2x,1.0,1.0,1.0
461,LAPCOAl,1.0,1.0,1.0
462,LCADi_Dm,1.0,1.0,1.0
463,LCADim,1.0,1.0,1.0
464,LCAT1e,1.0,1.0,1.0
465,LCYSTAT,1.0,1.0,1.0
466,LCYSTATm,1.0,1.0,1.0
467,LDH_D,1.0,1.0,1.0
468,LDH_Lm,1.0,1.0,1.0
469,LEUTA,1.0,1.0,1.0
470,LEUTAm,1.0,1.0,1.0
471,LFORKYNHYD,1.0,1.0,1.0
472,LGTHL,1.0,1.0,1.0
473,LNLNCGCPT2,1.0,1.0,1.0
474,LNSTLSr,1.0,1.0,1.0
475,LPCOXp,0.02666811799311293,1.0,1.0
476,LPS3,1.0,1.0,1.0
477,LSTO1r,1.0,1.0,1.0
478,LTA4H,1.0,1.0,1.0
479,LYSMTF1n,1.0,1.0,1.0
480,LYSMTF2n,1.0,1.0,1.0
481,LYSMTF3n,1.0,1.0,1.0
482,MACACI,1.0,1.0,1.0
483,MALTly,1.0,1.0,1.0
484,MAN6PI,1.0,1.0,1.0
485,MCCCrm,1.0,1.0,1.0
486,MCDm,1.0,1.0,1.0
487,MCOATA,1.0,1.0,1.0
488,MCOATAm,1.0,1.0,1.0
489,MCPST,1.0,1.0,1.0
490,MECOALm,1.0,1.0,1.0
491,MECOAS1m,1.0,1.0,1.0
492,MELATN23DOX,1.0,1.0,1.0
493,METS,1.0,1.0,1.0
494,MEVK1x,1.0,1.0,1.0
495,MGCHrm,1.0,1.0,1.0
496,MI1346PKn,1.0,1.0,1.0
497,MI134PP,1.0,1.0,1.0
498,MI1456PKn,1.0,1.0,1.0
499,MI145P6Kn,1.0,1.0,1.0
500,MI145PKn,1.0,1.0,1.0
501,MI14PP,1.0,1.0,1.0
502,MI1PP,1.0,1.0,1.0
503,MI1PS,1.0,1.0,1.0
504,MI34PP,1.0,1.0,1.0
505,MI3PP,1.0,1.0,1.0
506,MI4PP,1.0,1.0,1.0
507,MLTG1,1.0,1.0,1.0
508,MLTG1ly,1.0,1.0,1.0
509,MMCD,1.0,1.0,1.0
510,MMCDm,1.0,1.0,1.0
511,MMCDp,1.0,1.0,1.0
512,MMEm,1.0,1.0,1.0
513,MMSAD1m,1.0,1.0,1.0
514,MMSAD3m,1.0,1.0,1.0
515,MTAP,0.02666811799311293,1.0,1.0
516,MTHFCm,1.0,1.0,1.0
517,MTHFD,1.0,1.0,1.0
518,MTHFD2m,1.0,1.0,1.0
519,MTHFDm,1.0,1.0,1.0
520,NABTNOm,1.0,1.0,1.0
521,NACHEX10ly,1.0,1.0,1.0
522,NACHEX11ly,1.0,1.0,1.0
523,NACHEX12ly,1.0,1.0,1.0
524,NACHEX13ly,1.0,1.0,1.0
525,NACHEX14ly,1.0,1.0,1.0
526,NACHEX15ly,1.0,1.0,1.0
527,NACHEX16ly,1.0,1.0,1.0
528,NACHEX17ly,1.0,1.0,1.0
529,NACHEX18ly,1.0,1.0,1.0
530,NACHEX19ly,1.0,1.0,1.0
531,NACHEX1ly,1.0,1.0,1.0
532,NACHEX20ly,1.0,1.0,1.0
533,NACHEX21ly,1.0,1.0,1.0
534,NACHEX22ly,1.0,1.0,1.0
535,NACHEX23ly,1.0,1.0,1.0
536,NACHEX24ly,1.0,1.0,1.0
537,NACHEX25ly,1.0,1.0,1.0
538,NACHEX26ly,1.0,1.0,1.0
539,NACHEX27ly,1.0,1.0,1.0
540,NACHEX2ly,1.0,1.0,1.0
541,NACHEX3ly,1.0,1.0,1.0
542,NACHEX4ly,1.0,1.0,1.0
543,NACHEX5ly,1.0,1.0,1.0
544,NACHEX6ly,1.0,1.0,1.0
545,NACHEX7ly,1.0,1.0,1.0
546,NACHEX8ly,1.0,1.0,1.0
547,NACHEX9ly,1.0,1.0,1.0
548,NADH2_u10m,0.6328950992787351,1.0,1.0
549,NADNe,1.0,1.0,1.0
550,NADPNe,1.0,1.0,1.0
551,NAGA2ly,1.0,1.0,1.0
552,NAGAly,1.0,1.0,1.0
553,NDP6,1.0,1.0,1.0
554,NDP7er,1.0,1.0,1.0
555,NDP7g,1.0,1.0,1.0
556,NDP8,1.0,1.0,1.0
557,NDPK10,1.0,1.0,1.0
558,NDPK10m,1.0,1.0,1.0
559,NDPK1m,1.0,1.0,1.0
560,NDPK2m,1.0,1.0,1.0
561,NDPK3m,1.0,1.0,1.0
562,NDPK4m,1.0,1.0,1.0
563,NDPK5m,1.0,1.0,1.0
564,NDPK6m,1.0,1.0,1.0
565,NDPK7m,1.0,1.0,1.0
566,NDPK8m,1.0,1.0,1.0
567,NDPK9,1.0,1.0,1.0
568,NDPK9m,1.0,1.0,1.0
569,NMNATm,1.0,1.0,1.0
570,NMNATn,1.0,1.0,1.0
571,NNATm,1.0,1.0,1.0
572,NNATn,1.0,1.0,1.0
573,NP1,1.0,1.0,1.0
574,NTD1,1.0,1.0,1.0
575,NTD1m,1.0,1.0,1.0
576,NTD2,1.0,1.0,1.0
577,NTD2e,1.0,1.0,1.0
578,NTD2l,1.0,1.0,1.0
579,NTD2m,1.0,1.0,1.0
580,NTD3l,1.0,1.0,1.0
581,NTD4e,1.0,1.0,1.0
582,NTD4l,1.0,1.0,1.0
583,NTD5l,1.0,1.0,1.0
584,NTD5m,1.0,1.0,1.0
585,NTD6l,1.0,1.0,1.0
586,NTD7e,1.0,1.0,1.0
587,NTD7l,1.0,1.0,1.0
588,NTD8l,1.0,1.0,1.0
589,NTD9e,1.0,1.0,1.0
590,NTD9l,1.0,1.0,1.0
591,NTPP10,1.0,1.0,1.0
592,NTPP11,1.0,1.0,1.0
593,NTPP9,1.0,1.0,1.0
594,OIVD1m,1.0,1.0,1.0
595,OIVD2m,1.0,1.0,1.0
596,OIVD3m,1.0,1.0,1.0
597,OMPDC,1.0,1.0,1.0
598,ORNDC,1.0,1.0,1.0
599,ORNTArm,1.0,1.0,1.0
600,ORPT,1.0,1.0,1.0
601,P45011A1m,1.0,1.0,1.0
602,P5CDm,1.0,1.0,1.0
603,P5CRm,1.0,1.0,1.0
604,P5CRxm,1.0,1.0,1.0
605,PAFH,1.0,1.0,1.0
606,PCFLOPm,1.0,1.0,1.0
607,PCLYSOX,1.0,1.0,1.0
608,PDX5PO,1.0,1.0,1.0
609,PEFLIPm,1.0,1.0,1.0
610,PETHCT,1.0,1.0,1.0
611,PETOHMm_hs,1.0,1.0,1.0
612,PETOHMr_hs,1.0,1.0,1.0
613,PGCD,1.0,1.0,1.0
614,PGLer,1.0,1.0,1.0
615,PGLYCP,1.0,1.0,1.0
616,PGPPT,1.0,1.0,1.0
617,PHCDm,1.0,1.0,1.0
618,PHETA1,1.0,1.0,1.0
619,PHYHx,1.0,1.0,1.0
620,PI345P3P,1.0,1.0,1.0
621,PI345P3Pn,1.0,1.0,1.0
622,PI3P4K,1.0,1.0,1.0
623,PI3P5K,1.0,1.0,1.0
624,PI45P3K,1.0,1.0,1.0
625,PI45P5P,1.0,1.0,1.0
626,PI4P3K,1.0,1.0,1.0
627,PI4P3Ker,1.0,1.0,1.0
628,PI4P5K,1.0,1.0,1.0
629,PI5P4K,1.0,1.0,1.0
630,PIACGT,1.0,1.0,1.0
631,PIK3,1.0,1.0,1.0
632,PIK3er,1.0,1.0,1.0
633,PIK4,1.0,1.0,1.0
634,PMEVKx,1.0,1.0,1.0
635,PNP,1.0,1.0,1.0
636,PNTKm,1.0,1.0,1.0
637,PPA,1.0,1.0,1.0
638,PPAm,1.0,1.0,1.0
639,PPBNGS,1.0,1.0,1.0
640,PPCDC,1.0,1.0,1.0
641,PPCOACm,1.0,1.0,1.0
642,PPCOAOm,1.0,1.0,1.0
643,PPDOx,1.0,1.0,1.0
644,PPPGOm,1.0,1.0,1.0
645,PROAKGOX1r,1.0,1.0,1.0
646,PROD2,1.0,1.0,1.0
647,PROD2m,1.0,1.0,1.0
648,PRPNCOAHYDm,1.0,1.0,1.0
649,PRPNCOAHYDx,1.0,1.0,1.0
650,PSERT,1.0,1.0,1.0
651,PSP_L,1.0,1.0,1.0
652,PSSA1_hs,1.0,1.0,1.0
653,PSSA2_hs,1.0,1.0,1.0
654,PTHPS,1.0,1.0,1.0
655,PTHPSn,1.0,1.0,1.0
