"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NDE1",-0.429457392784449,4.61069461793347,-1.78666065920842,0.0750073931151729,0.201475207413599,-5.66615118352948
"SLC25A14",0.51627595016497,2.10582628759307,1.78607575031814,0.0751022551659719,0.201668548073647,-5.66718328551336
"KBTBD8",0.285365776145675,0.741855262785749,1.78585589871266,0.0751379367220055,0.201702904761205,-5.66757113951454
"UBXN8",0.442078771234978,2.86929244404682,1.78538263232054,0.0752147942907664,0.201847741195044,-5.66840589985955
"ZCWPW1",-0.29681399262921,0.649286330705483,-1.78384999336451,0.0754641347981633,0.202455226781191,-5.67110772464555
"TMEM134",-0.385090150722061,3.80583902701189,-1.78234218572383,0.0757100968682569,0.20305328171027,-5.67376355909199
"SPATA5",-0.488538453967557,4.31345468353519,-1.78131112101084,0.0758786681811875,0.203443475108246,-5.67557839864908
"CNN3",0.447943966779039,3.5530363129268,1.78055275327143,0.0760028519338137,0.203714456840846,-5.67691259161765
"COX7A1",-0.579604138386634,1.99707970764095,-1.78028328284028,0.0760470181911921,0.203770863885368,-5.677386535828
"IER2",-0.34872573565917,2.43955528118943,-1.77996849037026,0.0760986393867102,0.203847206357166,-5.67794010345038
"SLC26A11",0.197063050641467,0.246563771585142,1.77953823060197,0.0761692419330327,0.203974332772962,-5.67869656717999
"AXIN1",0.391360304094124,1.85379139929459,1.77902367398819,0.0762537474890335,0.204138601646675,-5.67960100283828
"FAIM3",-0.330060500182265,0.79091686285755,-1.77842468307955,0.0763522164634837,0.204340140811625,-5.68065352606541
"ANKRD11",-0.265394998890997,3.41268501534909,-1.77783653562408,0.0764490042522115,0.204537059646248,-5.68168665799866
"BC023829",0.42709209468065,1.51489445699518,1.77686028961392,0.076609880978206,0.204905274980555,-5.68340078016999
"CD99L2",-0.298643785052429,0.747289239618897,-1.7750167861081,0.0769144306044852,0.205657426249189,-5.68663514554312
"ALKBH2",0.44042422715849,1.58698096201452,1.77455137622861,0.0769914736330347,0.205756798052078,-5.68745117199377
"CSTF2",0.347198249859919,3.08455306921573,1.77451022426229,0.0769982888886593,0.205756798052078,-5.68752331571635
"GRAP2",-0.282282054983191,0.690317251875525,-1.77398948799738,0.0770845717120401,0.205882124457031,-5.68843607962616
"SC5D",-0.339582653994823,6.0392801060962,-1.77394521641733,0.0770919108939295,0.205882124457031,-5.68851366823296
"PNP2",0.37526333717981,0.692593507325717,1.77267385263047,0.0773029172934934,0.206374562972796,-5.69074100082178
"IKBKB",0.366830909739632,3.30089398347748,1.77254108519431,0.0773249797585946,0.206374562972796,-5.6909735091068
"RFWD2",0.347478781453669,1.54146522279513,1.77241128503426,0.0773465541244918,0.206374562972796,-5.69120080448211
"PJA1",0.508424266955308,4.34621592830865,1.77214252353916,0.0773912412239415,0.206431298095217,-5.69167138572396
"RP9",0.330412576639338,2.80968587974901,1.77194778582791,0.0774236335604685,0.20645521409029,-5.69201231321286
"MRPL15",0.151750531042924,6.2251615207151,1.77155654835441,0.0774887448844056,0.206566336559669,-5.69269714213766
"SPPL2A",-0.339811120767006,3.42406747690184,-1.77138647232575,0.0775170636023711,0.206579341254217,-5.69299480002484
"FOPNL",0.470241878791692,5.98840879698504,1.77050174622865,0.0776645127152479,0.206909719032491,-5.69454274854469
"QDPR",0.42452218508105,5.47862759788925,1.77011895051504,0.0777283808543284,0.207017292375097,-5.69521226698465
"ZDHHC3",0.288826939056383,1.28980163782767,1.76995685104993,0.0777554395428157,0.207026794166415,-5.69549573992761
"NDUFA10",0.230725495514185,7.39950466599029,1.76951769098516,0.0778287857149786,0.207143394796127,-5.69626359744957
"AFAP1",-0.317880426073928,0.983249623512877,-1.76937330810062,0.0778529121396992,0.207143394796127,-5.69651600561745
"HMGCR",0.23825740592276,5.14115158025827,1.7692725918215,0.07786974548503,0.207143394796127,-5.6966920644879
"GCAT",-0.346908697041656,4.58825151992195,-1.76871479914809,0.0779630268233314,0.207328954554623,-5.69766694615728
"HCCS",0.35484231337746,2.52236136233491,1.76826297003369,0.0780386545779277,0.20746746992316,-5.69845640945647
"PSMD8",-0.138686917433047,7.96684586795216,-1.76810042649514,0.0780658760085501,0.207477251285691,-5.69874036710585
"ATG4A-PS",0.296948009656622,1.20782486114223,1.76771397267216,0.0781306272555547,0.207586740429064,-5.699415385253
"COX18",0.393555560176103,1.47208328507762,1.76690745321655,0.0782659030429925,0.207883485086767,-5.70082366582073
"SEC16A",-0.318429898592264,1.60586707448093,-1.76668628376782,0.0783030327818278,0.207919441972356,-5.70120974449512
"LIPE",-0.224245595626629,0.356111141480323,-1.76605145171197,0.0784096878949766,0.208139933559768,-5.70231765963197
"NCKAP1L",-0.390827883133226,2.39368221138892,-1.76579504855044,0.0784527986465368,0.208168891731182,-5.70276502640491
"KLHL28",-0.453846556624302,1.59099829102142,-1.76561552210903,0.0784829951472865,0.208168891731182,-5.70307822245636
"DDX39",0.130927208246423,9.15256318898271,1.76556521296795,0.0784914588928535,0.208168891731182,-5.70316598457109
"BCKDK",-0.387676737467839,5.02446888288714,-1.76473345943885,0.0786314969690755,0.208477551982089,-5.70461658761979
"GNG12",-0.329008591914438,2.4304857666337,-1.76390591689822,0.078771028772488,0.208784684683289,-5.70605918230353
"GMPPB",-0.520649402982181,2.85762394906055,-1.76284895812894,0.078949536770718,0.209194909068051,-5.70790073799015
"IMPACT",0.366104712964056,3.28240763766935,1.76199523231341,0.0790939624259745,0.209514605007548,-5.70938740857618
"TTC21B",-0.379697770228128,1.33572409758039,-1.76095433178326,0.0792703447271596,0.209918734399176,-5.71119906942038
"GLOD4",0.207126923920816,5.82725239469399,1.7604230317091,0.0793604982417395,0.210094343948468,-5.71212337951364
"CUL2",0.355599602456141,4.33871751623489,1.76001187032841,0.0794303235514163,0.210216048486076,-5.71283849517008
"CORO2A",0.235391285502761,0.491454212235367,1.75961370808709,0.0794979891275737,0.210331965830473,-5.71353084605609
"IDE",0.329444867108191,3.45041809149015,1.75782611377054,0.0798023620339324,0.21107389453933,-5.71663734293298
"POLR2M",0.408536079746438,3.85579436099319,1.75724846713918,0.0799009209424969,0.211252108562764,-5.7176405211424
"CRADD",-0.382307752789101,1.14240934768654,-1.75715029071443,0.0799176818277833,0.211252108562764,-5.71781098851589
"KLHL25",-0.350924958960194,0.816628843968137,-1.75649574046703,0.0800295014313205,0.211484256705915,-5.7189472700114
"QARS",-0.377971650756172,6.26499356345697,-1.75566714979435,0.0801712363233692,0.211795295478973,-5.72038508628903
"MFN2",0.365189012652012,1.45120330315002,1.75543438783553,0.0802110883657649,0.211837075746924,-5.72078886814168
"LCLAT1",0.379423248067394,1.46109777882114,1.75510373826487,0.0802677279198208,0.211923153432409,-5.72136236955554
"GALK2",0.462224963835199,2.9373379402131,1.75447528790296,0.0803754701211186,0.21214406055029,-5.72245210550747
"TRP53BP1",0.297210613848858,1.87514609582605,1.75398699241326,0.0804592655066603,0.212301648775508,-5.72329854834344
"PDE4DIP",0.326625454757751,1.35093178575242,1.7536511829342,0.0805169344589664,0.212390225497417,-5.7238805281835
"AIM2",-0.357454436913143,1.47670050064006,-1.75231598403755,0.0807465635939933,0.212932215725273,-5.72619343561903
"CCNE1",0.455120621504277,2.78016154405696,1.75212132521804,0.080780085852166,0.212956893991965,-5.7265304905661
"NKTR",0.284708966438084,3.64214282487045,1.75175080980854,0.0808439238134218,0.213061453519045,-5.72717194274211
"SYAP1",-0.402756254638268,1.54096762185017,-1.75093206852429,0.0809851348660167,0.213356033046946,-5.72858891152902
"RPRD1A",-0.314640291988481,0.987466766303445,-1.75082209673175,0.0810041173919304,0.213356033046946,-5.72877918668519
"RPS11",-0.0473039404635039,12.4788851931177,-1.75051403496591,0.0810573120887814,0.213432354776944,-5.72931213831492
"SYNGR3",-0.213066954512783,0.258137418981338,-1.75012400649758,0.0811247013018401,0.213545995392209,-5.72998676182702
"FAM212A",0.316808154919057,0.774848855366127,1.74961324339015,0.0812130201884696,0.21371464524365,-5.73086999465105
"PAK2",-0.253837975535619,4.75120346739254,-1.74944264436331,0.0812425368825369,0.21372850075994,-5.73116494532633
"ZFP273",-0.263412863655278,0.397484565995596,-1.74900036833693,0.0813190993272746,0.2138660765059,-5.73192947037894
"PGAM5",0.402640092953961,2.56031484532416,1.74765226662769,0.0815528324985641,0.214416799764274,-5.73425865117524
"SPAG7",-0.246748594573578,7.18057358582973,-1.74744029079325,0.0815896345548818,0.21442521055246,-5.73462473204463
"LZTFL1",-0.394593457154224,1.86484511012049,-1.74735358036959,0.0816046926350791,0.21442521055246,-5.73477446783823
"TRAPPC2L",0.402325328634676,6.94678897101673,1.74719210981501,0.0816327395541227,0.214434972784049,-5.73505328367811
"NDUFS6",0.115998020418349,9.23864184359141,1.74591591331997,0.081854687474375,0.214953921546981,-5.73725604063898
"UBP1",-0.469302574841771,3.19810428451872,-1.7452611413634,0.0819687520314519,0.215189339187723,-5.73838558644053
"HYLS1",-0.365610620046236,1.24177588313005,-1.74442136071057,0.0821152356527024,0.215466420572834,-5.7398336827864
"DNAJC11",0.424618747816774,4.35024628604525,1.7443018307554,0.0821361026947439,0.215466420572834,-5.74003974168259
"PARP16",0.292037381774754,0.664176715510601,1.74423573957003,0.0821476424741544,0.215466420572834,-5.74015367100512
"2210016L21RIK",-0.390543366507722,2.42212872987013,-1.74373500489017,0.0822351156444341,0.215631679314013,-5.74101671017034
"EXOC4",0.394416292221603,1.55498583478164,1.74331317758155,0.082308863407233,0.215760860561554,-5.74174356046346
"SOCS3",0.250420410548259,0.690419055268724,1.74277384523008,0.0824032329866117,0.215944006039551,-5.74267263263453
"SLC35A1",0.517119036620776,3.87273465343742,1.74239635324679,0.0824693370109481,0.216052992591405,-5.74332274554981
"IPP",-0.310266522673273,0.920290350344526,-1.74154016039169,0.0826194282616214,0.21638187853482,-5.74479676092245
"NUBP2",-0.283420353543014,6.52539650174982,-1.74132611959749,0.0826569845221787,0.216415925310149,-5.74516514108449
"USP42",-0.359904149772037,2.09415184181698,-1.74060103871558,0.0827843128239489,0.216684926913413,-5.74641272964368
"RAD1",0.408874103214871,3.62154477459347,1.73715157562193,0.0833922476489408,0.218211365359298,-5.75234097198633
"2210404O09RIK",-0.253059577565582,0.668732180915505,-1.73682673256773,0.0834496848811091,0.218296845609146,-5.75289865311688
"CRTAP",-0.20277558682903,0.354162606444493,-1.73647465051375,0.0835119747475541,0.218394965415488,-5.75350298196129
"HNRNPC",0.0888613018857626,8.70589604038125,1.73570737565697,0.0836478510513129,0.218685408280991,-5.75481954976605
"PRKRA",-0.306305883621732,0.657613592191582,-1.7351046863615,0.0837547071062736,0.218798376603513,-5.75585330518357
"ERC1",-0.348132999373964,1.95638307451167,-1.73498412900467,0.0837760951007942,0.218798376603513,-5.75606004748578
"HADH",-0.340682749658395,5.14481430768562,-1.7348729487995,0.0837958234406992,0.218798376603513,-5.75625069655088
"TRIM34A",0.268028919833801,0.437235229572899,1.7347710500872,0.0838139081487873,0.218798376603513,-5.75642541942693
"TMEM184C",0.463003900068549,2.10479955461906,1.73476379621772,0.0838151956670213,0.218798376603513,-5.75643785705086
"AP1M1",0.360664680396824,6.86485506133913,1.73454257354125,0.0838544690927874,0.218836078209871,-5.75681714522442
"NME2",-0.0558107052463071,10.6115884893886,-1.73428539127729,0.0839001452068929,0.218890461725384,-5.75725802683432
"DDX17",-0.383798322258603,2.68146583201851,-1.73332523670667,0.0840708495862835,0.219268568968808,-5.75890343156855
"CCNH",0.304158032468483,5.9446931913771,1.73319046526801,0.084094832987016,0.219268568968808,-5.7591343162122
"CASP7",-0.314743245579171,0.69912695573004,-1.73297088024521,0.0841339214048564,0.219305604655723,-5.75951046216332
"CTNNAL1",-0.229113965743063,0.399280078965972,-1.73214002559009,0.084281955954731,0.219626516212018,-5.76093328141918
"UQCC1",0.431831264700018,2.97118122349722,1.7318823466324,0.08432790999579,0.219681309722997,-5.76137441478884
"ARHGEF6",0.464614605575754,2.89125195928629,1.73121278576803,0.0844474136553302,0.219927617182159,-5.76252036850276
"WDR3",0.312657654340675,6.18485149137224,1.73063204516237,0.0845511761124945,0.220132796182988,-5.76351395462875
"CCDC130",0.381011940642523,1.463739046692,1.72977341956578,0.0847047789416432,0.220384407455489,-5.76498237416867
"DCAF17",0.329887272177131,2.51899071560029,1.7296223251812,0.0847318322560414,0.220384407455489,-5.76524070154629
"VPS45",-0.300367723206493,0.908492138715114,-1.72956895369527,0.084741390051598,0.220384407455489,-5.76533194595225
"MTCH1",-0.387669134073812,1.96819209137672,-1.72953291223027,0.0847478448731023,0.220384407455489,-5.76539356122678
"BCAP31",0.171627991722002,8.24498592785913,1.7289630284781,0.0848499609521337,0.220584868988541,-5.76636764803779
"SCPEP1",-0.559180227796848,4.26090932065701,-1.72818956085282,0.0849887167086871,0.220880436553719,-5.76768921194678
"CPPED1",-0.349951903866231,1.02769347373192,-1.72731673869621,0.0851455175405454,0.221222714058027,-5.76917983918305
"EFHD2",-0.331384353500504,1.33639947326889,-1.72691466399952,0.0852178285454682,0.22134533538792,-5.76986626397612
"ZMAT3",0.315261254829968,1.26414137451743,1.72653358968926,0.0852864087967173,0.221458197031665,-5.77051669219381
"BMPR1A",-0.217194708228059,0.403477232582512,-1.72639347345621,0.0853116361663821,0.221458453471083,-5.770755811097
"MARK3",0.437707534474926,2.6610190875356,1.72559571707354,0.085455384585043,0.221766285143694,-5.77211687999868
"MYBL2",0.388447577054739,2.2359878565181,1.72438832251896,0.0856733202978447,0.222266403233708,-5.77417566836473
"DYX1C1",0.310609621542148,0.68207873183928,1.72397609103889,0.0857478317209087,0.222394243954199,-5.77487826127073
"YY1",-0.360822325068697,3.08421343697974,-1.72340198924062,0.0858516891177649,0.222598098321525,-5.77585646595402
"GOLGA1",0.35725033330148,1.43934594029665,1.72297613563593,0.0859287937775275,0.222732488106279,-5.77658186614108
"LETM1",0.324012127033551,1.85486063717217,1.72134860274292,0.0862239916773219,0.223393304789382,-5.77935259097899
"NAA38",-0.177953658410864,7.84341746614819,-1.72129114078763,0.0862344290132164,0.223393304789382,-5.77945036775493
"ABHD11",-0.458026904681347,4.96342132547274,-1.72087149321779,0.0863106845072692,0.223472518952402,-5.78016433949547
"CLN3",0.502890332961577,2.65447222790683,1.72084378376464,0.0863157216060337,0.223472518952402,-5.78021147725467
"ZNRD1AS",0.503676895272165,1.51209524628874,1.72034673088343,0.086406117752613,0.223640856315353,-5.78105690921081
"ACER3",-0.412023267843225,2.42789201564122,-1.72007243843364,0.0864560346352281,0.223704355032374,-5.78152334780833
"PPIL3",0.40743653183186,6.20092350772359,1.71991736389093,0.0864842661019649,0.223711722088822,-5.78178702223036
"SYNJ1",-0.306076733461536,1.4250048621676,-1.71847220664054,0.0867477182635759,0.224327359465051,-5.78424311354795
"PUSL1",0.435234747005752,2.90854196530845,1.71822405437317,0.086793021864862,0.224335779678673,-5.78466465271872
"SLC25A16",0.236203312991319,0.607225006816931,1.71809856232003,0.0868159394688526,0.224335779678673,-5.78487780482266
"CAR13",0.409428726009314,1.17657335415596,1.71803614720754,0.0868273396668506,0.224335779678673,-5.78498381312397
"PCMT1",0.346443786108722,5.54871098770351,1.71711589711385,0.0869955655114902,0.224704548315581,-5.78654636417477
"PFKL",0.278157134248204,4.99896899892772,1.71629044045673,0.0871466875600884,0.225028935677427,-5.7879472611612
"STARD5",-0.428186779899789,1.95930964773973,-1.71595982414014,0.0872072754633878,0.225119425500538,-5.78850817070119
"LEO1",0.371956755198937,5.15494911765974,1.71580883606459,0.0872349565151429,0.22512494048842,-5.78876429539191
"FKBPL",-0.434867405177044,1.19831995446087,-1.71462266156486,0.0874526690761096,0.225620717964799,-5.79077566299154
"PLEKHA1",-0.317127957748512,0.98769952966295,-1.71376893824214,0.0876096354689199,0.225959530988467,-5.79222245716111
"AASDH",0.365360025004377,1.08788839575725,1.71209004811891,0.087918984099197,0.226651630271706,-5.79506559047043
"TUT1",0.440548306720581,2.90741688935447,1.71203352772196,0.0879294138090278,0.226651630271706,-5.79516125796604
"DDX18",0.23570560384954,6.30920947703326,1.71174017751057,0.0879835618391889,0.226659940769147,-5.79565773835347
"HIST1H1E",-0.324679532861571,3.3980503548335,-1.71164986508296,0.0880002375927453,0.226659940769147,-5.79581057077357
"FAM98B",0.245019491783792,5.40286158649967,1.71148851242432,0.0880300369582619,0.226659940769147,-5.79608360229919
"TAF9",0.228813450674764,7.76594331501598,1.71119670788446,0.0880839495574447,0.226659940769147,-5.79657731277429
"DDX20",0.44300512909324,2.60566994744507,1.71106469886387,0.0881083477868022,0.226659940769147,-5.79680063460374
"SNRNP200",-0.282420755364894,4.41068597952124,-1.71105079536415,0.0881109177843008,0.226659940769147,-5.79682415439947
"FAM179B",-0.34391995917274,1.6693418187621,-1.71104131842421,0.0881126695875522,0.226659940769147,-5.7968401859169
"MRPS15",0.304413398697307,5.08432624930589,1.7105858318777,0.088196899122156,0.22681040909354,-5.79761059997229
"MFSD4",-0.257616540175393,2.75634061899764,-1.71028779863149,0.0882520473635111,0.226856119669776,-5.79811458724789
"RWDD2A",0.332945088896589,0.809405970895343,1.71021157576256,0.0882661561724342,0.226856119669776,-5.79824346963181
"ABR",-0.21171699829903,0.410595836179036,-1.70900588119498,0.0884895727322436,0.227299072360612,-5.80028138411153
"CTU2",-0.321071317097613,1.52085931120483,-1.70900312063808,0.088490084791701,0.227299072360612,-5.80028604850118
"BANF1",0.0799269494263425,9.9293484058241,1.70875523278303,0.0885360756337833,0.227350942471018,-5.80070486342114
"GM14326",0.453845336976348,2.48532264614293,1.70749495948334,0.0887701947409129,0.227766287090677,-5.80283321650872
"PIK3CA",-0.293154961521149,1.89142092711758,-1.70744098979107,0.0887802317955711,0.227766287090677,-5.80292432629528
"THRAP3",-0.207488414610427,5.56339398026318,-1.70740983331896,0.0887860265626563,0.227766287090677,-5.80297692229904
"SH3GLB1",0.308440449516321,3.95206352329342,1.70732826678477,0.0888011985071562,0.227766287090677,-5.80311461230654
"UBE3A",0.324017278196815,3.90626105505031,1.70642701140303,0.0889689781051802,0.228130231027336,-5.80463556497754
"CAND1",0.34511756186798,2.72374378172872,1.70628294240357,0.0889958220734086,0.228132687589573,-5.80487862187372
"MAP3K14",-0.290337308384627,0.960977795076047,-1.70611145208316,0.0890277839275578,0.228148258142939,-5.80516791468379
"EHD3",0.321321628326098,1.03257767046374,1.70581628741598,0.0890828176019687,0.22822292776923,-5.80566577115355
"SRGAP2",-0.254354264235832,1.10064341370546,-1.70424917732127,0.0893754679497768,0.228873226056182,-5.80830761282304
"MTHFD1",0.329345002951594,5.89261145309875,1.70417900730291,0.0893885900471325,0.228873226056182,-5.80842585007925
"FAM175A",0.463431468072496,2.66273433566735,1.70333748433962,0.0895460800063832,0.229148452499273,-5.80984345363159
"DYRK2",0.180891555283834,0.259019364626041,1.70332678032856,0.0895480846939178,0.229148452499273,-5.80986148085508
"1810026J23RIK",0.300744708565143,0.829346102565123,1.70278739820637,0.0896491492472653,0.229338334363057,-5.81076974059769
"PSMC2",0.175050923905536,8.12393037434844,1.70265306684667,0.0896743333955628,0.229338334363057,-5.81099589585093
"SMCHD1",-0.304819848336604,4.23232160112559,-1.70240252720296,0.0897213193130931,0.229391931275396,-5.81141764827647
"HIVEP2",0.340906845240116,1.77674487550388,1.70140662837483,0.0899082860425369,0.229803284481693,-5.81309351864823
"MIS18BP1",-0.39297758445023,4.00062364494288,-1.7011357468522,0.0899591949275121,0.229842561227654,-5.81354918404227
"ZFP592",-0.295876752632229,1.20212161555489,-1.70104735270873,0.0899758125763538,0.229842561227654,-5.81369786151921
"ANKRD37",0.57170082147804,4.2905200108922,1.7001129578434,0.0901516259605179,0.2301712505193,-5.81526903475705
"GNB1L",0.337744986014443,1.45887600509605,1.70008591652952,0.0901567181201207,0.2301712505193,-5.81531449178149
"GSDMD",-0.422356326622427,1.33103299407229,-1.69668357593283,0.0907992724636631,0.231744566528312,-5.82102824128581
"PFDN5",-0.138076485057999,8.28812246816066,-1.69648341824051,0.0908371885561148,0.231774216197174,-5.82136402815951
"ALG13",0.401860048028207,1.98834808778698,1.69601335345467,0.0909262837679472,0.231891131270604,-5.82215246154157
"NR2C2AP",-0.404961222117194,2.02770591699576,-1.6959640390552,0.0909356348202891,0.231891131270604,-5.82223516350439
"AKIRIN1",-0.428549743447046,2.57729400994999,-1.69564820649912,0.0909955417785262,0.231976774571638,-5.82276476975967
"ECI2",-0.421478538270966,5.53912562872201,-1.69489711043748,0.0911381374206881,0.232259578360707,-5.82402386236955
"PDXDC1",-0.406812087738226,2.73688637800908,-1.69478633613635,0.0911591832009174,0.232259578360707,-5.82420951149795
"DQX1",0.281956446946497,0.650240026578478,1.69428473425753,0.091254530660688,0.23243531176666,-5.82505000834276
"ATXN7L2",0.241540544298011,0.589130411940237,1.69330958566822,0.0914401232764263,0.232840741529947,-5.8266832937192
"APEH",0.433722522958311,1.90497687807303,1.69215651568933,0.0916599716434206,0.233333139830579,-5.82861339116462
"EXOSC4",-0.323961094283022,4.17236296833354,-1.69095072289228,0.09189032877289,0.2338519975384,-5.830630360676
"EVA1B",-0.206957833045814,0.441111715652294,-1.69070090930695,0.0919381120829374,0.233906057097843,-5.83104805576484
"POLDIP2",0.438444785124602,2.80374838360019,1.69040256568132,0.0919952043048577,0.233983762060234,-5.83154681507851
"LAP3",0.312776073949073,5.61608937595894,1.68977040026847,0.0921162725812361,0.234219258910915,-5.83260335941621
"ATR",0.286288960744109,1.24360209656209,1.68964164077429,0.0921409475370637,0.234219258910915,-5.83281850891766
"PDE3B",-0.297578478851226,1.52058493924877,-1.68950297491459,0.0921675268765925,0.234219265964074,-5.83305019338391
"TYSND1",0.364387814802498,1.14633504484761,1.68875317814831,0.0923113544434543,0.2345171423206,-5.83430263907631
"MICU3",0.331216116090776,1.91797565387484,1.68822518611073,0.0924127436313034,0.234707063291838,-5.83518425929539
"PSMB7",0.161406300057222,8.781470607988,1.68796594847866,0.0924625573704273,0.234765922819238,-5.83561702504986
"FKBP5",-0.374844672894773,1.58005324139112,-1.68728973308951,0.0925925973558508,0.235028387239952,-5.83674557771428
"HNRNPA0",-0.191932558853716,5.24311568975003,-1.68613145092742,0.0928156843408146,0.235503599271685,-5.83867763288252
"RPF1",0.334600791303307,4.97325509224372,1.68604030216633,0.0928332581266122,0.235503599271685,-5.83882961696172
"SNTB2",-0.218374878772502,0.46707514845374,-1.68572428010636,0.0928942090258723,0.235590406948205,-5.83935649886121
"2310009B15RIK",0.525515595724317,2.84073045165491,1.68546362369208,0.0929445058933725,0.235650152600199,-5.83979100050121
"CBX3",-0.11977379011051,9.47016307181978,-1.68425105283546,0.093178775267238,0.236071883621878,-5.84181143090596
"MAP2K5",0.377342225614013,1.32506790817746,1.68418683170056,0.093191196094171,0.236071883621878,-5.84191839875823
"GNL1",-0.338821656694462,1.50859222031793,-1.68418678949532,0.0931912042574054,0.236071883621878,-5.84191846905469
"NECAP1",0.341697939845859,0.938499165612568,1.68383395514115,0.093259468774317,0.236176924801165,-5.84250608476224
"ATF4",0.227886621368953,7.13687689473238,1.68357673825973,0.0933092591412343,0.236235133815483,-5.84293438155067
"SLC18A2",0.480696165730884,2.25186991671384,1.6826565064997,0.0934875671688004,0.236618589735393,-5.84446615154217
"RNF41",0.352998932696951,1.25050438963678,1.68231782581902,0.0935532605033217,0.236716877638752,-5.84502969496284
"CSRP2",-0.419922692846474,1.17155810784357,-1.68196664157552,0.0936214184327924,0.236821343469632,-5.84561392599092
"ATP13A1",0.356579691801286,1.76307341277746,1.68169610287923,0.093673951947304,0.236886237736468,-5.84606391327205
"C1GALT1",-0.203492800821436,0.398744477818651,-1.68150580117235,0.0937109191862085,0.23691174147678,-5.84638039974136
"SESN2",0.25629776628315,0.554164373343931,1.68118587594723,0.0937730930682083,0.237000937542334,-5.84691238095982
"TACC2",-0.266676633411078,0.739948510225838,-1.67964411048039,0.0940731842858871,0.237651397483248,-5.84947468202569
"AHCTF1",-0.327531905654827,2.89736202140641,-1.67958661807873,0.0940843896311191,0.237651397483248,-5.84957018556769
"LAT2",0.211279739302994,0.294354668894969,1.67929672387606,0.0941409067808371,0.237726020475506,-5.85005169465733
"TBC1D10B",-0.328271506953809,1.40209218813823,-1.67877355236344,0.0942429724064537,0.237872871051007,-5.85092046679819
"TIPIN",0.17074119986815,8.78430413080822,1.67872195822282,0.0942530427448219,0.237872871051007,-5.85100612900118
"RRM2B",0.28866011759171,1.13982570848321,1.67850393891259,0.0942956061464993,0.237912160598081,-5.851368079848
"STK19",-0.42916596902499,2.87409913937893,-1.67816985923831,0.0943608577873169,0.23800865474517,-5.85192262205426
"BIN3",-0.586739273787536,4.05727903072189,-1.67797258362108,0.0943994062674256,0.238037758922696,-5.85225003097024
"CENPP",-0.463261100266235,3.65700952848415,-1.67779109039393,0.0944348820063875,0.238059100435439,-5.8525512132514
"SEPT10",-0.306211551265339,0.85777602574075,-1.67763412244557,0.0944655725497496,0.23806837028337,-5.85281167082785
"HIST1H4D",-0.409999733080333,8.54583694606233,-1.67702162524693,0.0945854055182991,0.238302223794388,-5.85382776131725
"ALG5",-0.329821274309727,6.56772068535308,-1.67679931693334,0.0946289296480351,0.238343743066057,-5.85419646538161
"PDIA6",0.179219715104332,7.66402091849727,1.67626125998663,0.0947343386795657,0.238541064795146,-5.85508864816476
"RCC1",0.361390930946794,2.60856589737939,1.67543223130868,0.0948969361367022,0.238826684385139,-5.85646275774047
"LRRC57",-0.422469332236668,2.20275835646901,-1.67540659107994,0.0949019685370199,0.238826684385139,-5.85650524561692
"DEGS1",-0.32737214219566,5.42717947359919,-1.67445045441839,0.0950897826724121,0.239231017611181,-5.85808918376633
"BBS2",0.19985012729923,0.317115465008668,1.67350727603863,0.0952753444830861,0.239629455173926,-5.85965078587085
"CRYZL1",0.471035627729893,3.6651153855392,1.67290677007872,0.0953936403891617,0.239858531454974,-5.86064458205003
"CD3E",-0.173446724814592,4.60434914473922,-1.67269600460175,0.0954351878821834,0.239894555278289,-5.86099330147859
"TTI1",-0.377785315423127,1.60228450584313,-1.67185066898638,0.0956019724291725,0.240245276024607,-5.86239150786075
"NIT1",0.475076934367233,2.43706238326925,1.67152869794578,0.0956655588994046,0.240333790185074,-5.86292387366306
"UBAC2",0.399965643988431,3.20654344882497,1.67139619961849,0.0956917360444146,0.240333790185074,-5.86314292494385
"TLE6",0.17518010955868,0.214173204453438,1.67115541143361,0.0957393223214712,0.240376254339725,-5.8635409615185
"EDEM1",-0.340887588826067,2.77188751849329,-1.67097165134028,0.0957756511091298,0.240376254339725,-5.86384468954863
"LRRC8C",-0.421064115568627,2.01852644527901,-1.67083246966007,0.0958031742668514,0.240376254339725,-5.86407471429517
"CTSL",-0.475113314068869,2.28551148920022,-1.67075880301304,0.0958177444111489,0.240376254339725,-5.86419645512068
"FDX1L",0.396612196723664,4.76053932328886,1.67019606373519,0.0959291045304161,0.240579121251373,-5.86512625907561
"PLEKHA3",-0.367763915964024,1.64913664390405,-1.67004378218423,0.0959592573228301,0.240579121251373,-5.86537781828786
"TMEM87A",-0.333425324280841,2.9234702494045,-1.66992438768179,0.0959829035857156,0.240579121251373,-5.86557503449295
"PIK3R5",-0.301558584072915,1.05256270724922,-1.66979869043329,0.096007803181786,0.240579121251373,-5.86578264664081
"LNX2",-0.293015339177795,1.13415059736021,-1.66862453041391,0.0962406457123417,0.241094033730207,-5.86772124730818
"SYNCRIP",-0.164372553310042,6.72738178259764,-1.66793795262115,0.0963770082308112,0.241367028570088,-5.86885420369302
"MFSD6",-0.342830714848635,1.34114576401335,-1.66685114669695,0.0965931783898032,0.241790511078444,-5.8706466610523
"RPL30",-0.0609807495392435,10.8712485192776,-1.66681198721929,0.096600974640554,0.241790511078444,-5.87071122495674
